id,userid,name,date,location,anotator,entitas,sentimen,label_kombinasi,tweet
1.66E+18,1.20E+18,toServetoGive,Mon May 08 02:58:41 +0000 2023,,fauzi,anies,n,a_n,@AndiSinulingga Bukannya Anies getol bawa Formula E utk promosikan mbl listrik sambil meraup triliunan utk pilpres?
1.65E+18,1.57E+18,budisuharjo32,Sat May 06 10:32:41 +0000 2023,"Gunung Kidul, Yogyakarta",fauzi,anies,n,a_n,"@aniesbaswedan @PKSejahtera @PDemokrat @NasDem Bang Anies selalu saja membuat kalimat yg maunya dimengerti rakyat, tp sebenarnya sangat menyulitkan unt dicerna scr sederhana. Demokrasi itu Pemilu, Pemilu adl Swara Rakyat. Orang2 yang memiliki swara terbanyak merekalah yang menjalankan semua swara rakyat tsb &amp; kewenangannya."
1.66E+18,1.22E+18,EdmonR7,Sun May 07 06:53:30 +0000 2023,Yes,fauzi,anies,n,a_n,@aniesbaswedan @PKSejahtera @PDemokrat @NasDem Pak Anies rakyat itu pemilik kedaulatan tapi tidak berkuasa jadi pemilu itu memilih manusia2 yg punya ambisi berkuasa seperti ...ngarti ga? Jgn bodohi rakyat dgn kata2 indah yg mutar2 tanpa makna
1.65E+18,1.64E+18,DwiYatmo1698057,Sat May 06 15:32:39 +0000 2023,"Jakarta Selatan, DKI Jakarta",fauzi,anies,n,a_n,"@aniesbaswedan @PKSejahtera @PDemokrat @NasDem Pak anies semakin terlihat bodohnya, bicara dihadapan elit2 partai tak ada bedanya dgn bicara didepan kadrun2.  Yg dibicarakan makna pemilu, namun salah kaprah. Pemilu itu sebuah proses     demokrasi bagi rakyat untuk memilih pemimpin negara /presiden, yg secara UUD'45"
1.65E+18,1.04E+18,sunartoadhie32,Sat May 06 11:54:38 +0000 2023,"Kediri, Jawa Timur",fauzi,anies,n,a_n,"@aniesbaswedan @PKSejahtera @PDemokrat @NasDem Udalaahh.. kata2 mo kamu rangkai muter2pun udah pada paham..  Tiap 5 thn ada pemilu, termasuk Pilpres. Siapa yg banyak dipilih rakyat itulah Presidennya..  Perubahan pasti terjadi. DPSHP, DPS, DPT pasti rubah. Presidenpun berubah bkn Pak Jkw lagi, dan...  BUKAN ANIS.."
1.66E+18,1.57E+18,Kaki_Langith,Sun May 07 20:19:52 +0000 2023,"Parakansalak, Indonesia",fauzi,anies,n,a_n,"@aniesbaswedan lg bicara DEMOKRASI toh? Demokrasi menurut Wan Abud : 1. Politik Identitas, agama dijadikan alat propaganda. 2. Ayat &amp; mayat di kemas dlm politik adu domba  3. Masy terpecah belah 4. Ujaran kebencian &amp; pembunuhan disuarakan "
1.65E+18,1.53E+18,UmJihan69,Sat May 06 21:36:52 +0000 2023,,fauzi,anies,n,a_n,@AntiPekines Ada bahan lagi nih buat alasan nanti kl Anies kalah bilang pemilu curang....
1.66E+18,80810407,bondanwicaksono,Sun May 07 11:35:26 +0000 2023,"Wonogiri, Indonesia",fauzi,anies,n,a_n,"@bachrum_achmadi Ahok minoritas 3, wajar kalah. Anies untuk ukuran Nasional belum punya dukungan riil. Pilpres bukan hanya Jabodetabek."
1.65E+18,1.58E+18,lahedom99,Sat May 06 21:54:37 +0000 2023,,fauzi,anies,n,a_n,@bachrum_achmadi Coba bukrikan pilpres sskrang. .koalisi rancamm bubar.krren ANIES gk laku2...
1.66E+18,3222496663,tentang_logika2,Tue May 09 08:33:14 +0000 2023,Dalam jangkauan google map,fauzi,anies,n,a_n,@bachrum_achmadi Heleh  Rang si anies itu cuma penggembira di pilpres aja kok ribut² in orang...
1.65E+18,1.29E+18,LanangJagad31,Sat May 06 16:09:27 +0000 2023,,fauzi,anies,n,a_n,"@bachrum_achmadi Jgn samakan pilkada DKI 2017 dgn pilpres 2024 yg akan datang, drun..  Masyarakat Indonesia secara keseluruhan ga akan mudah dikadalin oleh omongan2 anies ...  Terlebih fakta bhwa anies telah gagal memimpin DKI.."
1.66E+18,1.61E+18,Lubis21Sofyan,Sun May 07 09:29:59 +0000 2023,,fauzi,anies,n,a_n,@bachrum_achmadi Nanti kita buktikan di pilpres.. pilpres bukan pilkada.. atau jika penasaran pengen menang lagi Pilgub DKI coba calaonkan lagi Anis..
1.66E+18,1.06E+18,Denandra28,Sun May 07 01:12:48 +0000 2023,"Denpasar Selatan, Indonesia",fauzi,anies,n,a_n,@bachrum_achmadi Ni orang belum sadar juga kalo Anis sandi dl menang dipilkada DKI Krn politik identitas. Jual ayat dn mayat..... Semoga pilpres 2024 tidak terulang masa kelam pilkada DKI itu
1.65E+18,1.60E+18,AjaMaulana68,Sat May 06 22:08:22 +0000 2023,,fauzi,anies,n,a_n,"@bachrum_achmadi Otu level povinsi, hoi jgn samakn pilgub dgn pilpres.. indonesia terlalu luas buat anies.. gakta ya skrang aja dia dh keliling ke smua daerah di i donesia dn sudah satu th deklarasi capres tapi hasil elektabiltas ya di bawah.. wkwkwk...😁😁"
1.65E+18,1.17E+18,Abymany47450488,Sat May 06 20:12:26 +0000 2023,,fauzi,anies,n,a_n,@bachrum_achmadi Pikada dki. Anda samakan dengan pilpres  Pendukung anies. Memang pekok2...
1.66E+18,1.64E+18,vablo3237374624,Mon May 08 00:12:19 +0000 2023,,fauzi,anies,n,a_n,"@bachrum_achmadi pilgub dki sama pilpres jauh beda bos, pilgub kemarin hanya kampanye jual agama kebetulan lawannya kristen,sekarang anis mau jual apa lagi sedangkan calonnya muslim semua,,mimpi itu sah sah aja tapi hanya saat tidur"
1.65E+18,1.33E+18,Muhamma87797214,Sat May 06 15:26:38 +0000 2023,"Banyumas, Indonesia",fauzi,anies,n,a_n,"@bachrum_achmadi Pilkada kok disamakan pilpres lagian pilkada DKI tanpa gerindra anies bukan apa"""
1.66E+18,1.65E+18,WirayanaB69448,Sun May 07 03:02:03 +0000 2023,,fauzi,anies,n,a_n,"@bachrum_achmadi Saya bukan pro kemana mana, saya menilai secara logika akal sehat, mengapa anis bisa menang di pilkada DKI, karena lawannya anis adalah ahok yg non muslim, jd gampang memainkan isu2 agama, nah di pilpres semuanya calonnya muslim, jd ga laku memainkan isu agama, siap2 aja kalah."
1.66E+18,1.41E+18,Yuliana77356632,Mon May 08 18:53:14 +0000 2023,,fauzi,anies,n,a_n,@Bambangmulyonoo Di Prediksi Anies setelah Pemilu 2024 akan menjadi Gelandangan Politik 🤭 Alasannya karena Beliau akan melakukan Politik Identitas di Pilpres 🤣Semua Partai Pengusung kena Imbasnya Karena beliau 🤭 Kepercayaan Masyarakat menurun terhadap Parpol yg mengusungnya🤦
1.66E+18,2948640528,black011285,Mon May 08 02:47:38 +0000 2023,"Bandung, Jawa Barat",fauzi,anies,n,a_n,@bebek_NKRI Klo bukan negara yg ngurus PILPRES lalu siapa...??? Anies semakin BODOH &amp; TOLOL...
1.66E+18,111871886,radyasatyaditya,Mon May 08 00:16:57 +0000 2023,Tangerang Selatan ,fauzi,anies,n,a_n,@bebek_NKRI Negara minta anis untuk tak campur tangan dalam pilpres
1.66E+18,709162052,ratnanareh,Wed May 10 03:04:31 +0000 2023,indonesia,fauzi,anies,n,a_n,"@BennyHarmanID Surya paloh ini sebenarnya sadar kalau anis tetep  kalah dalam pilpres nanti. Tapi berhubung sudah terlanjur malu, mending maju terus😂😂😂"
1.66E+18,1.47E+18,SomarwaneSefnat,Mon May 08 09:31:51 +0000 2023,,fauzi,anies,n,a_n,@BlackcoTanya Apa?.....memangnya pilkada Jakarta th 2017 yg kental dgn ayat dan mayat sama dengan Pilpres 2024 nanti ya Memangnya masyarakat Indonesia hanya Jakarta saja gitu? Mimpi jangan kesiangan loe yohanies anies bersama gerombolan onta dan kadrunnya oke
1.66E+18,1.61E+18,buya_pree,Mon May 08 01:36:18 +0000 2023,bumi Allah,fauzi,anies,n,a_n,@blank0429 @putrisakera Gara2 Anies saya mau diusir dari Madura ? Janganlah bro ! Klau nggak jadi presiden kamu hanya menjadi sampah negara...kasihan kamu bro! Setiap pilpres nggak pinter-pinter.
1.66E+18,1.35E+18,AriantaSyah,Tue May 09 17:25:46 +0000 2023,Indonesia,fauzi,anies,n,a_n,@Candra4smara Alhamdulillah.. Semoga saja infonya valid Semoga Anies benaran gagal capres. Agar pilpres 2024 nanti jadi adem &amp; damai tanpa politik identitas..
1.66E+18,1.60E+18,haruasakamol,Tue May 09 20:41:22 +0000 2023,"Jakarta Capital Region, Indone",fauzi,anies,n,a_n,@Candra4smara BIARKAN ANIS IKUT RAMAIKAN PILPRES SUPAYA PENGIKUTNYA SENANG TAPI PUTARAN PERTAMA DIA URUTAN KE 3 DAN HILANG
1.66E+18,8.61E+17,Benlizp,Mon May 08 14:19:41 +0000 2023,DKI Jakarta,fauzi,anies,n,a_n,@ch_chotimah2 @aniesbaswedan Jelas yang bungul kadrun dong. Kadrun dukung Anis karena sakit hati kalah pilpres 2x.  Anis bagi kadrun tempat pelarian untuk menghilangkan kegalauan mereka.
1.65E+18,1.54E+18,adamori_g,Sat May 06 13:23:56 +0000 2023,,fauzi,anies,n,a_n,@CNNIndonesia Betul. Setuju pak Anies. Makanya di pilpres 2024 nanti saya gak pilih Bapak 👍
1.66E+18,1.53E+18,SetiawanAkt,Tue May 09 00:13:20 +0000 2023,Tangerang selatan banten,fauzi,anies,n,a_n,@CNNIndonesia Pilpres2024 Diindonesia ibaratnya pertandingan Indonesia melawan Abis baswedan dari Yaman . Karena UUD 45 aya1 1 presiden Indonesia asli sudah dirubah oleh Anis baswedan bisa WNI turunan Yaman  dan jika Donald Trump WNI turunan Amerika Serikat ikut Pilpres 2024 di Indonesia .
1.66E+18,1.24E+18,Irfansyahirawan,Mon May 08 08:18:02 +0000 2023, Indonesia Raya,fauzi,anies,n,a_n,"@dapitnih Anies itu kl merangkai kata pintar, wong lambenya lamis tipis, jgn terkecoh ya, guys, ini bukan pilkada tp PEMILU."
1.66E+18,77764779,Tanto19,Mon May 08 06:43:57 +0000 2023,Jakarta Capital Region,fauzi,anies,n,a_n,"@DavidWijaya82 Anies &amp; Pendukungnya selalu ungkit menang di Pilkada DKI, pdhl kalau gk main pakai ayat &amp; mayat yah gk mgkn menang. Itu aja di Putaran 1 buktinya masih kalah kan dia. Jgn harap di pilpres bisa lg, udah muak org dgn kampanye rasis. Contoh tuh Trump, org gk mau pilih dia lg"
1.65E+18,1.07E+18,endonesiatwit,Fri May 05 23:19:13 +0000 2023,Indonesia,fauzi,anies,n,a_n,"@Dennysiregar7 berarti anies ga ikut pemilu presiden ..... pemilunya kan di bumi, bukan di lamgit ... bye anies."
1.66E+18,1.12E+18,BillyAnugrah11,Tue May 09 22:12:58 +0000 2023,,fauzi,anies,n,a_n,"@ditimulyani @pandji Wkwk, ha ngikutin bang pandji kali ah,justru beliau ga ngedukung pak anies buat maju di pilpres ini🤣🤣"
1.66E+18,1.39E+18,SiswoHartoyo14,Sun May 07 13:54:57 +0000 2023,,fauzi,anies,n,a_n,@DoankWarto logika politiknya..Suara pak jokowi saat pilpres itu jauh melampoi suara PDIP sbg pemenang pemilu.jd klu pendukung PDIP dan P jokowi satu suaranya jauuuh diatas anis
1.66E+18,1.54E+18,ocongBoyy,Tue May 09 14:38:17 +0000 2023,,fauzi,anies,n,a_n,"@dokumenapaaja @AntonKu32183838 @babeh_usup @Candra4smara @barayaganjar @enop_ancha @Pelangi189 @sunset_32023 @EdiArif96983478 bungkus lah dengan kata², pasti akhirnya om bewok menyesal dan beralasan dijegal🤣🤣🤣🤣🤣🤣🤣🤣 "
1.66E+18,1.54E+18,ocongBoyy,Tue May 09 14:49:35 +0000 2023,,fauzi,anies,n,a_n,"@dokumenapaaja @AntonKu32183838 @babeh_usup @Candra4smara @barayaganjar @enop_ancha @Pelangi189 @sunset_32023 @EdiArif96983478 wankibul gak punya apa², elektabilitas pun gak bergerak naik dari angka 3🤣🤣🤣🤣🤣🤣🤣🤣 "
1.65E+18,1.60E+18,Udang_Rebon3,Sat May 06 07:32:23 +0000 2023,,fauzi,anies,n,a_n,"@duniabulat5 @msaid_didu Relax bray.. mari kita ikuti pemilu dgn gembira.. Anies itu : - Koalisinya rapuh - Hasil survei paling buncit - Kata FH, bakalan gagal jadi capres - Yaman, bukan pribumi, gak bakalan terpilih."
1.66E+18,1.03E+18,myshabrina1,Sun May 07 13:30:38 +0000 2023,,fauzi,anies,n,a_n,"@Dwi09020316 @VIVAcoid @gibran_tweet gw ga milih abw lah buat apa dia sekuler liberal jaringan Amerika... #ngakak  tadi nuduh fpi pdhl fpi anti demokrasi, boikot pemilu, sekarang nuduh jd pemilih Anies... upgrade otak dulu tuh levelmu masih dungu..."
1.65E+18,1.60E+18,ShofiShofiyudin,Fri May 05 18:37:38 +0000 2023,,fauzi,anies,n,a_n,"@ekowboy2 Hahaha diakhirnya manusia"" itu ninggalin anis krena takan unggul di pilpres"
1.66E+18,299732033,Kingcube12,Mon May 08 07:28:57 +0000 2023,,fauzi,anies,n,a_n,@EricSentana68 @HermanLanang86 Karena gak ada lagi dan dia itu jg tau klo berseberangan sm pemerintah pasti ada kadrun yg bakal jilatin. La wong wkt jd jubir pilpres 2014 aja si anies diteriakin syiah dan liberal sama kadrun wkwkwkwk
1.66E+18,1.54E+18,JUN062022,Tue May 09 04:53:58 +0000 2023,Indonesia,fauzi,anies,n,a_n,@esti_upay @AliSinggih1 @ch_chotimah2 @aniesbaswedan Jelas jargon pilkada DKI Anis tolak reklamasi tapi th 2020 di legalkan lagi demi duit duit duit modal pilpres
1.65E+18,1.25E+18,Dyananjani89,Sat May 06 00:14:59 +0000 2023,,fauzi,anies,n,a_n,@ferdinand_mpu Setauku dulu g ada lho hal2 goblok gini saat jelang2 Pemilu.  Apa iya hy krn blm ada Medsos. Atau emang orang blm se-SARAP spt pendukungnya Anies Baswedan gitu?.
1.65E+18,1.25E+18,Dyananjani89,Sat May 06 00:13:00 +0000 2023,,fauzi,anies,n,a_n,@ferdinand_mpu Sjak 2017 Pemilu di Indonesia  Makin terlihat MENJIJIKKAN gini ya.  2014 emang ada isu2 keturunan PKI. 2019 terulang.  Tapi yg jd makin menjijikkan itu. SEJAK ANIES BASWEDAN IKUTAN PILKADA gitu. Saking PUTUS ASA ga bs nyerang soal kinerja. Yg ada malah hal2 yg Goblok  @tvOneNews
1.66E+18,232118663,naval_arct,Sun May 07 02:41:15 +0000 2023,Indonesia,fauzi,anies,n,a_n,"@ganjarpranowo Ayo ramaikan, tapi jgn lupa pilih Anies Rasyid Baswedan pada pilpres mendatang!"
1.66E+18,1.53E+18,Laksmana79,Mon May 08 00:06:37 +0000 2023,bolaang mongondow sulawesi uta,fauzi,anies,n,a_n,"@GeiszChalifah Anis itu kalo jujur sudah masuk pidana,. Dana kampanye DKI yg ngutang dijamin Anis itu contohnya... Dulu Klo ketahuan sudah pidana,.  Org seperti AB harusnya dilarang ikut Pilgub, apalagi pilpres oleh @KPU_ID ,. Sudah cacat namanya.. okelah bebas pidana tapi jujurnya..???"
1.66E+18,1156462032,RickyNtermitech,Wed May 10 04:43:28 +0000 2023,,fauzi,anies,n,a_n,"@geloraco jangan suka Fitnah min, Anis gak bakal naik juga klo lu nyebar fitnah dan hoax menjelang pilpres.. hahahahaha"
1.65E+18,1.61E+18,AgusssBaskoro,Sat May 06 04:06:31 +0000 2023,,fauzi,anies,n,a_n,@geloraco Yang panik si anies. Sudah 6 bulan lebih keliling Indonesia tapi elektabilitas rendah. Giliran ada yg serius menghadapi pilpres langung panik.
1.65E+18,32711377,eedo_realman,Sat May 06 00:11:23 +0000 2023,,fauzi,anies,n,a_n,"@gm_gm Mereka2 itu hanya para KADRUN munafikun yg menikmati pengibatan dan fasilitas lain nya dari negara, tp kesal karena jungjungan Mereka tidak terpilih di pemilu dan sampai saat ini mereka tetap se-olah melawan Pak Jokowi utk menyokong Anies.Apa Anies hebat? Hanya banyak bicara saja"
1.66E+18,1.22E+18,moodyt704,Sun May 07 14:44:51 +0000 2023,"Jakarta Capital Region, Indone",fauzi,anies,n,a_n,@Gus_Raharjo @juda_fanny Simak?? Mang dia siapa?? drun drun kalau mau bikin pembanding kudu apple to apple masa pilpres lu bandingin sm pilakada 🤣🤣🤣🤣 pilkada DKI jelas² sarat politik agama tanpa FPI dan HTI Anies mati kutu 🤪🤪🤪
1.66E+18,1.49E+18,jamalkobain666_,Sun May 07 05:14:42 +0000 2023,"Tangerang, Indonesia",fauzi,anies,n,a_n,@Gus_Raharjo Kok LG emang Anies Baswedan kpn menang pilpres 🤣
1.66E+18,1.53E+18,Chris_gundala,Sun May 07 10:22:59 +0000 2023,"DKI Jakarta, Indonesia",fauzi,anies,n,a_n,@Gus_Raharjo Sebenernya yg panik kadrun anis yohanis  Saya yakin ga bakal menang  pilpres
1.66E+18,200333317,aryobimmo,Mon May 08 05:34:30 +0000 2023,"Jakarta Selatan, DKI Jakarta",fauzi,anies,n,a_n,"@Gus_Raharjo Soalnya dia berpikir dengan caranya: koalisi itu untuk copras capres, kumpul-kumpul itu mesti buat dukung/ jatuhkan orang. Gak ada tuh: demi pemilu yang guyub, damai, tanpa politik uang, tanpa politik identitas. Nama sih boleh pakai perubahan tapi isinya mendukung Anies, itu saja"
1.66E+18,1.57E+18,e_ernandar,Mon May 08 04:28:39 +0000 2023,,fauzi,anies,n,a_n,@Gus_Raharjo Wkwkwkwk kalau boleh pakai jokowi bisa naik lagi untuk pilpres gue yakin pa jokowi menang. Anis yang mewekkkk😂🤣🤣😭😭😭
1.66E+18,1.52E+18,SUSILO47572936,Tue May 09 02:47:47 +0000 2023,,fauzi,anies,n,a_n,@hardye76 Siap ayat dan mayat lagi  ....begitu pak Anies Baswedan  bekerja sama lagi dengan Jusuf Kalla kelola ayat dan mayat lagi untuk pilpres 2024 ...pasti gagal kali ini broo Anies
1.66E+18,1.63E+18,Okijack21,Tue May 09 22:29:35 +0000 2023,"Bali, Indonesia",fauzi,anies,n,a_n,@hasbye1508 @YepryR @aniesbaswedan Lah anda bilang semoga mendapatkan capres kek pak Anies ya sy setuju biar pemilu lebih seru. Asal jgn sampe dia jadi presiden xixixi
1.66E+18,1.29E+18,JemetSamsu,Wed May 10 03:31:28 +0000 2023,,fauzi,anies,n,a_n,@HelmiFelis_ Kemungkinan Anies bisa menang pilpres kecil sekali karena rekam jejaknya buruk apalagi pak jowowi yg sangat dicintai rakyatnya tak mendukungnya menjadi penerusnya
1.65E+18,123020364,suryahamidi,Sat May 06 18:24:53 +0000 2023,Jakarta,fauzi,anies,n,a_n,"@HelmiFelis_ Logika? Kaum anti kewarasan berfikir kok bicara logika?  Pilpres itu pemilihan langsung oleh rakyat, partai hanya sbg pengusung saja.   Suara kami kaum nasionalis tak akan menyebrang ke kubu dogmatis khilafuck.  Suara Anies itu sangat kecil, hanya kaum mabuk agama doank."
1.65E+18,1.46E+18,Clla0508,Fri May 05 19:19:46 +0000 2023,,fauzi,anies,n,a_n,@HelmiFelis_ Saya lebih yakinl lg klo anies gk bakalan menang di pilpres
1.66E+18,1.60E+18,PakJenggot___,Tue May 09 11:00:10 +0000 2023,a room with the view,fauzi,anies,n,a_n,@hendrikk168 hati2..gerombolan anies ini menghalalkan sgala cara dgn bikin narasi2 yg menyudutkan pemerintah skg..ujung2nya klo kalah pilpres dibilang byk kecurangan..2024 hati2 dah..bisa dipelajari dianalisa mainnya kotor..😤😤
1.66E+18,3222496663,tentang_logika2,Tue May 09 10:25:51 +0000 2023,Dalam jangkauan google map,fauzi,anies,n,a_n,@HukumDan @ganjarpranowo Ahahaha Sudah sadar anies itu cuma penggembira pilpres yaa.... 🤣🤣🤣🤣🤣
1.65E+18,433711022,ndoroAtmo,Fri May 05 15:25:31 +0000 2023,Jogyakarta,fauzi,anies,n,a_n,"@IchwanAnto1 @Triyogo22684337 @AndiSinulingga Cara jualan agama utk jadikan Anies ""menang"" Pilpres 2024 adalah cara tdk bermartabat, dan tdk sesuai dgn hati nurani Ibu Irma dkk di Nasdem. Jadi layak dan wajar kalau hrs hengkang dari Nasdem."
1.66E+18,1.63E+18,JagaReformasi,Sun May 07 11:14:18 +0000 2023,Indonesia,fauzi,anies,p,a_p,"  Relawan Amanat Indonesia (ANIES) menyatakan dukungan untuk memenangkan calon presiden dari Koalisi Perubahan untuk Persatuan, Anies Baswedan, pada Pilpres 2024."
1.66E+18,1.55E+18,mullamoeza,Sun May 07 12:56:07 +0000 2023,,fauzi,anies,p,a_p," Negarawan sejati , Anies Baswedan"
1.66E+18,299482770,masturohquthb,Mon May 08 04:39:08 +0000 2023,Mekkah | Cairo | Turkey | Gaza,fauzi,anies,p,a_p,#PKSnomor8   2024 PKS Menang Anies Presiden  
1.66E+18,299482770,masturohquthb,Mon May 08 04:38:10 +0000 2023,Mekkah | Cairo | Turkey | Gaza,fauzi,anies,p,a_p,#PKSNomor8  2024 PKS Menang  
1.66E+18,1.46E+18,Samsung58084951,Sun May 07 05:44:51 +0000 2023,,fauzi,anies,p,a_p,*Kenapa Rezim Dholim Sll Berusaha untuk menjegal Anies Baswedan utk tidak Maju di pilpres Mndatang. Jd inilah sebabnya.Ayo Rakyat Indonesia bangkit&amp; bersatu Utk kepentingan Bangsa&amp;negara Agar Republik ini Aman. Rakyat hdup makmur&amp;sejahtera. janganlah kita Mau di iming2 uang Receh 
1.65E+18,1.12E+18,Mupti6,Fri May 05 23:14:30 +0000 2023,"Alaska, USA",fauzi,anies,p,a_p,"@_B_1J8Z__NOY_ Saya titip pesan untuk team sukses Anies, Kampanye ke desa2 harus lebih intensif karena dua kali pilpres saya lihat didesa2 cuma ada baliho dan kampanye Jokowi"
