ID,sentiment,date,name,tweet,location
1587041747418632193,negative,Mon Oct 31 11:20:13 +0000 2022,consumeri_id,Memang betul angka-angka statistik dengan gamblang menggambarkan fakta bahwa tahun 2023 adalah Tahun GELAP: + Perang Rusia-Ukraina kian meradang + STAGFLASI menghantui dunia + Krisis ENERGI &amp; PANGAN menghadang + Dolar melangit RUPIAH tumbang + DAYA BELI anjlok permintaan mengerut,Jakarta
1586974633274003463,negative,Mon Oct 31 06:53:31 +0000 2022,Defiindra83,@kangdede78 NEGARA YANG EKONOMI NYA TINGKAT KE 7... BUMN RUGI KURS RUPIAH ANJLOK BBM NAIK UTANG MEMBENGKAK ANEH NYA SEKELAS KOMISARIS PERCAYA,"Padang Pariaman, Sumatera Bara"
1586951964579221505,negative,Mon Oct 31 05:23:27 +0000 2022,dabenone2,RT @YoanAngelic: Siap siap yaa bund. Harga sayur tahu tempe ikan telur mie instan gorengan kue bbm rokok HP motor kredit ongkos taxi dll na…,
1586669852894564352,negative,Sun Oct 30 10:42:26 +0000 2022,PrasetyoIrfandy,@MindoRosalina2 @ilhamrandy10 @KompasTV Waktu rupiah anjlok jaman pak harto apa perbuatan beliau?,
1586548103867674624,negative,Sun Oct 30 02:38:39 +0000 2022,LorasMaxim,@MindoRosalina2 @ilhamrandy10 @KompasTV Stupid makanya bikin program yg bener biar rupiah gak anjlok.,
1586502033313763328,negative,Sat Oct 29 23:35:35 +0000 2022,dp_koesmirah,RT @YoanAngelic: Siap siap yaa bund. Harga sayur tahu tempe ikan telur mie instan gorengan kue bbm rokok HP motor kredit ongkos taxi dll na…,"Mengwi, Indonesia"
1586411839944273920,negative,Sat Oct 29 17:37:11 +0000 2022,kieyopie,RT @YoanAngelic: Siap siap yaa bund. Harga sayur tahu tempe ikan telur mie instan gorengan kue bbm rokok HP motor kredit ongkos taxi dll na…,"Kota Malang, Jawa Timur"
1586341714754576384,negative,Sat Oct 29 12:58:32 +0000 2022,YoanAngelic,Siap siap yaa bund. Harga sayur tahu tempe ikan telur mie instan gorengan kue bbm rokok HP motor kredit ongkos taxi dll naik lagi. Ini skarang ada demo sopir taxi di t4 aku mau samakan ongkosnya anak sekolahan jadi setara ongkos orang dewasa! https://t.co/lIWaNe5BBN,
1586161914161246208,negative,Sat Oct 29 01:04:04 +0000 2022,razakthaib64,"@democrazymedia WNA China masuk tidak gratis lol , mereka harus bayar pajak , meningkat ekonomi RI jika uang asing masuk RI,logika mudah aja,rupiah anjlok Karna sejak merdeka impor lebih byk dari ekspor, rupiah bisa kuat jika uang dolar masuk Beli prudok RI","Kuala Lumpur, Wilayah Persekut"
1586129076879646720,negative,Fri Oct 28 22:53:35 +0000 2022,Aris_ongisnade,@CNNIndonesia Pengen sekali saja gue denger berita yg bikin bahagia ....misal dollar anjlok &amp; rupiah menguat di angka 5000 per dollar gitu ....,Malang
1585972921004351488,negative,Fri Oct 28 12:33:04 +0000 2022,Inul_Ternate,"@Jennifer_bogota @na_dirs 11 ribu triliun di saku. Ekonomi meroket. Eh, rupiah malah anjlok. Itu prestasi??",
1585946672143572994,negative,Fri Oct 28 10:48:46 +0000 2022,PurworejoUpdate,"RT @yuswohady: + Perang Rusia-Ukraina kian meradang + STAGFLASI menghantui dunia + Krisis ENERGI dan PANGAN menghadang + Dolar melangit, RU…","ÜT: -7.71458,110.00368"
1585936282479304704,negative,Fri Oct 28 10:07:29 +0000 2022,Riaz78436289,@effra_07 @panca66 Yang anjlok rupiah.,Beks ...
1585918393114583040,negative,Fri Oct 28 08:56:24 +0000 2022,yuswohady,#ERROR!,"ÜT: -8.740483,115.167821"
1585709756161101824,negative,Thu Oct 27 19:07:21 +0000 2022,izulmyname,@worksfess Putus. Dunia mau masuk resesi ekonomi global. Rupiah anjlok. Harga meroket. Kemiskinan makin jadi. Ini serius. Permpuan &amp; Laki-laki baik banyak. Pola pikir kita aja yg circle nya jabodetabek. Sempit,Jakarta
1585673468867407873,negative,Thu Oct 27 16:43:10 +0000 2022,Diwanda_deep,"Disaat Hutang melambung dan Rupiah Anjlok,lalu mau mainkan issue Murahan! Yang basi selalu diulang-ulang! Kalo kata bung Rocky Gerung: berusaha untuk mengalihkan issue tang sulit untuk dialihkan https://t.co/arxdUDVfGj",Indonesia
1585614017447329792,negative,Thu Oct 27 12:46:55 +0000 2022,Masbro_WN,"@politik__2024 @Yurissa_Samosir @Dennysiregar7 Ada akun2 pakai nama batak. Juga ada akun yg pakai nama2 cewek bali dan cines, tapi cuitan2 mrk sgt template ngadrun, sll soal utang, rupiah anjlok, ijazah jkw dll 😁 Ada indikasi utk memberi kesan bhw pendukung anis tdk hanya kaum yg itu, tp jg dr org2 minoritas 😅",
1585563989144391682,negative,Thu Oct 27 09:28:08 +0000 2022,Grivod,"@CNNIndonesia Rupiah kok anjlok terus?, apalah kerjaan kalian itu, sekolah tinggi2 &amp; dikasih kewenangan urus negara cuma urusi nilai tukar mata uang saja tidak bisa berbuat apa-apa?. Kasian Buuahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah","DKI Jakarta, Indonesia"
1585537591180304384,negative,Thu Oct 27 07:43:14 +0000 2022,REZIM_404,"@CNNIndonesia Rupiah anjlok, Dolar meroket.. Apakah ini baik² saja? Jgn hibur Rakyat dgn kebohongan.. Rkyt sdh Cerdas, tdk mudah dibuat Goblok",
1585238462789455872,negative,Wed Oct 26 11:54:36 +0000 2022,Asep90927950,@BNPTRI ekekekeekekekej.. wkwkwkwkwkw...Radikal...RUPIAH ANJLOK https://t.co/05nIWEUQ0y,
1585236663814742016,negative,Wed Oct 26 11:47:27 +0000 2022,GUS_MCFC18,"Super lelet Twitter , rupiah anjlok , w.a down ... Entah apa yg terjadi di balik semua ini...","Indragiri Hilir, Riau"
1585183469625540610,negative,Wed Oct 26 08:16:05 +0000 2022,KATADATAcoid,Kinrja industri tekstil anjlok karena permintaan dari negara-negara tujuan ekspor turun tajam. Pelemahan rupiah terhadap dolar AS semakin memperburuk penurunan kinerja tersebut. https://t.co/qhWWterdmG,Jakarta
1585178372023685120,negative,Wed Oct 26 07:55:49 +0000 2022,sofixcient,@detikcom Dollar naik rupiah anjlok yg diberitakan teroris HTI,"DKI Jakarta, Indonesia"
1585125478809374721,negative,Wed Oct 26 04:25:39 +0000 2022,Diwanda_deep,Istana diPerketat dengan Alibi seorang Wanita Bisa menerobos Istana! Padahal Mereka KSP dan Lingkaran Istana Sudah Was-was akan ada aksi yang cukup besar dari Elemen Rakyat berkaitan Rupiah Anjlok Salah satunya atas kinerja buruk Jokowi! https://t.co/4rTHyiwtBH,Indonesia
1585098175177973762,negative,Wed Oct 26 02:37:09 +0000 2022,panjiakbarul,"@imrenagi Apalagi rupiah lagi anjlok gini, banyak investor luar yg bidangnya padat karya dengan teknologi menengah kebawah seneng invest di negara yg currency lemah, Hpp mengarah ke cheap labour",Bandung
1585097692786876416,negative,Wed Oct 26 02:35:14 +0000 2022,Muadz38588306,Udahlah hentikan buat fitnah thdp mayoritas ... Negeri ini sedang menghadapi kebangrutan dgn rupiah terus anjlok mendekati 16rb/dollar itu kan dan terus bertambah anjlok predeksi menuju 20rb/dollar kan ?! https://t.co/yni5R3e7TK,
1585083643231604736,negative,Wed Oct 26 01:39:24 +0000 2022,Hasan09072,"@ruhutsitompul Kerja kerja kerja.. Hasilnya utang tak terkendali, rupiah anjlok, harga kebutuhan pokok melambung, gas, listrik, BBM naik, PHK dimana-mana. Pokoknya semua naik yg turun cuma satu, harga diri....",
1585007122961813505,negative,Tue Oct 25 20:35:20 +0000 2022,KavindraOemar,RT @zombieeeman: @KavindraOemar @HukumDan @Miduk17 rupiah anjlok,
1584954474954915841,negative,Tue Oct 25 17:06:08 +0000 2022,pinaraci_om,Cerita wanita bercadar bawa senpi ditengah: 1. Resesi global. 2. Nilai rupiah anjlok. 3. Naiknya elektabilitas Anies Baswedan. 4. IKN yg saat ini gencar lagi dipromosikan. 5. Gugatan Ijazah Jokowi. 6. Merosotnya trust publik pd Polisi. 7. Para kandidat Capres nasionalis mencuat.,
1584946877690445824,negative,Tue Oct 25 16:35:57 +0000 2022,dalgonyes,@papa_loren Resesi melonjak itu radikal.rupiah anjlok itu radikal.qq,NUSRABAR
1584944002171686926,negative,Tue Oct 25 16:24:31 +0000 2022,adalahiu,"@LOVE_AG4EVER__ Tetap waspada mikirin teroris, perempuan berhijab dan laki2 berjenggot gak usah mikirin rupiah anjlok, BBM naik, gas naik, listrik naik, kereta cepat biayanya bengkak, Sambo, 303, Tedy Minahasa, ijazah, inflasi, IKN sepi peminat, nelayan China melanggar laut Natuna, TKA China,",
1584918863942225920,negative,Tue Oct 25 14:44:38 +0000 2022,pemburu__tikus,"@papa_loren Masih kurang seru drpd drama kdrt nya Lesti, sutradara dah pusing mau bikin pengalihan isu sidang sambo,Anis capres, rupiah anjlok utang negara makin numpuk..",
1584878729184301056,negative,Tue Oct 25 12:05:09 +0000 2022,ceklissatucom,"Kian Terpuruk, Rupiah Anjlok ke Level Rp15.622 per USD #kurs #rupiah #matauang #nilaitukar #dolar #dolaras #bankindonesia #sukubunga #bank https://t.co/lnHffFKkRu","Bogor, Indonesia"
1584876035220598786,negative,Tue Oct 25 11:54:27 +0000 2022,SyafaahIis,RT @zombieeeman: @KavindraOemar @HukumDan @Miduk17 rupiah anjlok,
1584871148323381250,negative,Tue Oct 25 11:35:01 +0000 2022,WartaEkonomi,"Nilai Tukar Rupiah Anjlok terhadap Dolar AS Hari Ini, Melemah ke Rp15.583 per Dolar AS https://t.co/WeTyRcO2zo","Jakarta, Indonesia"
1584841040695291904,negative,Tue Oct 25 09:35:23 +0000 2022,ianku29,"@_ekokuntadhi Biasa aja keles, liat rakyat diadu domba, kekayaan negeri di rampok, rupiah anjlok, pengangguran banyak, biaya hidup tinggi, hutang bertambah terus INI BARU NGERII dasar manusia PEA",
1584832489029529600,negative,Tue Oct 25 09:01:24 +0000 2022,zombieeeman,@KavindraOemar @HukumDan @Miduk17 rupiah anjlok,"Tanjung Karang Barat, Indonesi"
1584773595787841536,negative,Tue Oct 25 05:07:23 +0000 2022,BangCepot77,"@detikcom ketika menjelang pilpres, dollar makin mengganas rupiah anjlok mendekati 16.000, radikal radikul mulai dimainkan.. hahahah polanya sama, urusin itu rupiah, phk, pengangguran, bbm dan sembako bukan radikal radikul",Indonesia
1584773372864786432,negative,Tue Oct 25 05:06:30 +0000 2022,VokalisBMTH,@tvOneNews Pengalihan isu!!! Rupiah anjlok!!!,Indonesia!
1584772658704834561,negative,Tue Oct 25 05:03:40 +0000 2022,BangCepot77,"@tvOneNews ketika menjelang pilpres, dollar makin mengganas rupiah anjlok mendekati 16.000, radikal radikul mulai dimainkan.. hahahah polanya sama, urusin itu rupiah, phk, pengangguran, bbm dan sembako bukan radikal radikul",Indonesia
1584771776206495744,negative,Tue Oct 25 05:00:09 +0000 2022,BangCepot77,"@detikcom ketika menjelang pilpres, dollar makin mengganas rupiah anjlok mendekati 16.000, radikal radikul mulai dimainkan.. hahahah polanya sama, urusin itu rupiah, bbm dan sembako bukan radikal radikul yg dimainkan..",Indonesia
1584764557687685120,negative,Tue Oct 25 04:31:28 +0000 2022,EgaP46,@BosPurwa Makann nya buzzer. Ribut ampe lupa rupiah anjlok...,
1584762999604391936,negative,Tue Oct 25 04:25:17 +0000 2022,almendra74,@NegeriKolam Jualan rasikalkul laris saat pemilu dan saat rupiah anjlok hehehe 🤣🤣,indonesia
1584710165542342658,negative,Tue Oct 25 00:55:20 +0000 2022,Santri_Jatinom,"RT @golkarpedia: Nilai Tukar Rupiah Terus Anjlok, Puteri Komarudin Desak BI Perkuat Jurus Intervensi https://t.co/qR1MPKKmyJ #airlanggahart…",
1584709862503874562,negative,Tue Oct 25 00:54:08 +0000 2022,DIANparfumeur,"RT @golkarpedia: Nilai Tukar Rupiah Terus Anjlok, Puteri Komarudin Desak BI Perkuat Jurus Intervensi https://t.co/qR1MPKKmyJ #airlanggahart…",indonesia
1584703163810320384,negative,Tue Oct 25 00:27:31 +0000 2022,KSatusatunya,"RT @golkarpedia: Nilai Tukar Rupiah Terus Anjlok, Puteri Komarudin Desak BI Perkuat Jurus Intervensi https://t.co/qR1MPKKmyJ #airlanggahart…",
1584698561098174465,negative,Tue Oct 25 00:09:13 +0000 2022,YuliantoTopik,"@MrsRachelIn @DybalaGonzalo @DinaKusmayanti9 Demonstrasi puluhan rakyat mati, nonton bola ratusan rakyat mati, kritis terhadap kekuasaan dipenjara, biaya kebutuhan hidup makin mahal, rupiah makin anjlok, utang dah ribuan triliun, apa yg mau diharapkan buat anak cucu? 🤣🤣🤣",
1587816647091683328,negative,Wed Nov 02 14:39:23 +0000 2022,Gus_Rembes,@mardigu024 Sabar diperiode ke-3 pasti meroket https://t.co/2bOzorA93d,"Jakarta Capital Region, Indone"
1587654249382805505,negative,Wed Nov 02 03:54:04 +0000 2022,s_mulyatie,Mantab. 👍👍 Ekonomi meroket bener Rupiah Keok Nyaris Sentuh Rp15.650 per Dolar AS https://t.co/yiakTzq32D,
1587347203894300672,negative,Tue Nov 01 07:33:59 +0000 2022,Ary_LFC,"@HelmiFelis_ @Welly78421806 - Benarkah 11.000T? - Benarkah ESEMKA? - Benarkah 10jt Lapangan Kerja - Benarkah Kereta Cepat tanpa APBN? - Benarkah Rupiah thd US$ = Rp. 9.000 - Benarkah Pertumbuhan ekonomi RI meroket hingga 7%? - Benarkah Pertamina lbh hebat dari Petronas? - Benarkah, Benarkah, dan Benarkah??","Liverpool, England"
1587249848545595392,negative,Tue Nov 01 01:07:08 +0000 2022,dannydhe,"RT @Al4mSyahputra: Rupiah Ambruk! Dolar AS Bisa Tembus Rp16.000? Ini Ramalannya Mantaaap, Semakin Meroket....!!! #KonyolRupiahTKO #Kony…",
1587249174512566272,negative,Tue Nov 01 01:04:27 +0000 2022,iwanqmiz,@_ekokuntadhi Dollar vs Rupiah skrng berapa ya ? 🤔 Tingkat Kemiskinan pasca Pandemi meroket atau menjurang 😣 NKRI Harga Naik eh...Harga Mati²-an ..🤗.... Pokoknya urusan Jokowi dan Heru ...Banyak yg siap Goblok...Tenang...tenang... !!,
1587110459123322882,negative,Mon Oct 31 15:53:15 +0000 2022,HrowArt,@deatunggaesti mungkin pak heru perlu gantiin sri mulyani.... sapa tau dlm seminggu utang negara bs lunas dan rupiah naik ekonomi meroket,bali
1586919807047200768,negative,Mon Oct 31 03:15:40 +0000 2022,pinokio_9,@VIVAcoid Ada masalah ekonomi kan? Iya lah! Wong harga2 meroket bahkan rupiah pun ambruk,
1586893761639948288,negative,Mon Oct 31 01:32:10 +0000 2022,AbidinM12,"@OposisiCerdas Kenapa sekarang tdk bisa bersuara membela rakyat di Senayan dgn narasi itu? Tunggu pilpres? Terus BBM, listrik naik, TKA byk, kebijakan publik yg krg tepat, pengangguran, lapangan kerja, dollar meroket atas rupiah, lo pada diam? Stop tipu banyak sdh, memalukan sekali 👎🤮??!","DKI Jakarta, Indonesia"
1586841260249485312,negative,Sun Oct 30 22:03:33 +0000 2022,hammingbirdfly,"@deditelaumbanu4 Halah dulu juga sama, klo pak dhe memimpin Indonesia bakal maju, stop import, stop utang, ga bagi2 jabatan, ekonomi meroket, rupiah menguat, hasilnya serba terbalik..",
1586727795266240514,negative,Sun Oct 30 14:32:41 +0000 2022,Gandawan,"@VIVAcoid Maksudnya setelah @jokowi mampu menyelesaikan persoalan ekonomi Indonesia? Kapan pula itu akan kejadian? Sampai Jokowi selesai bertugas sekalipun, rasanya ekonomi Indonesia tak akan meroket. Dolar sudah 15.557 rupiah, memangnya Jokowi bisa apa? Apakah PDIP tak punya Capres?",
1586583838947528704,negative,Sun Oct 30 05:00:39 +0000 2022,Mrgp_crypto,"@KompasTV Rakyat jg saksi, ekonomi jadi meroket, utang ugal2an, rakyat terbelah, rupiah terpuruk.",
1586320145219485696,negative,Sat Oct 29 11:32:49 +0000 2022,ZainalM10798843,"@beritastenggara Ikut G20 cuma untuk pencitraan. Mbok ya mikir Rakyatnya dulu. Rupiah terpuruk, utang meroket, pengangguran numpuk, opo gak malu saat kumpul negara lain. Di G20 hanya jadi negara nominasi angka ikut.",
1586146504162480131,negative,Sat Oct 29 00:02:50 +0000 2022,sukajalanterus,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",Indonesia
1586136187487428612,negative,Fri Oct 28 23:21:50 +0000 2022,SusuK3ntalManiz,@Nurholil4 @Intel_ORBA Nanjak ? Meroket kalee bukan nanjak bong: Meroket dollar terhadap rupiah,"Dundee, Scotland"
1585976578940764160,negative,Fri Oct 28 12:47:37 +0000 2022,Arojas15260108,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",
1585972921004351488,negative,Fri Oct 28 12:33:04 +0000 2022,Inul_Ternate,"@Jennifer_bogota @na_dirs 11 ribu triliun di saku. Ekonomi meroket. Eh, rupiah malah anjlok. Itu prestasi??",
1585934837948379136,negative,Fri Oct 28 10:01:45 +0000 2022,zal_4d3k,"RT @tvOneNews: Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",
1585930154798649344,negative,Fri Oct 28 09:43:08 +0000 2022,tvOneNews,"Rupiah Melemah, Harga Barang Elektronik Meroket https://t.co/6tjNeARpx4",Pulo Gadung
1585918154856800257,negative,Fri Oct 28 08:55:27 +0000 2022,Natrissh,"@akunyangke16 @backtonatur Rontok, abisnya mikirin rupiah yg meroket 😄. Pakai Natur agar kuat lagi dari akarnya, baru nyoba hair tonic aja, wanginya enakkk. Shampo n conditioner blm nyoba",
1585876447406587905,negative,Fri Oct 28 06:09:43 +0000 2022,riyutoooo,"@Wit30789680 @KemenPU @Jaini60573330 rupiah meroket, korupsi merajalela, BBM naik, ekonomi nyungsep yg disalahkan Hatei, efpei😅😅",IDN
1585709756161101824,negative,Thu Oct 27 19:07:21 +0000 2022,izulmyname,@worksfess Putus. Dunia mau masuk resesi ekonomi global. Rupiah anjlok. Harga meroket. Kemiskinan makin jadi. Ini serius. Permpuan &amp; Laki-laki baik banyak. Pola pikir kita aja yg circle nya jabodetabek. Sempit,Jakarta
1585608702245339136,negative,Thu Oct 27 12:25:48 +0000 2022,andra_dp3,"@legislatweet ""Astaghfirullah, dzolim sekali pemerintah jadi kena azab rupiah melemah sampai meroket"" Mungkin gitu","DKI Jakarta, Indonesia"
1585537591180304384,negative,Thu Oct 27 07:43:14 +0000 2022,REZIM_404,"@CNNIndonesia Rupiah anjlok, Dolar meroket.. Apakah ini baik² saja? Jgn hibur Rakyat dgn kebohongan.. Rkyt sdh Cerdas, tdk mudah dibuat Goblok",
1585503734721032192,negative,Thu Oct 27 05:28:42 +0000 2022,cnbcindonesia,"Duh Rupiah, Kurs Dolar Australia Meroket 6% Dalam 2 Pekan! https://t.co/zJWQr2y0VA",Jakarta Capital Region
1585429765003304960,negative,Thu Oct 27 00:34:46 +0000 2022,ker_asa,"RT @ronavioleta: Januari kapan pak @jokowi ?? Kuatir kayak september ekonomi meroket yg anda janjikan, sampai skrg ga meroket². Yg meroket…",Indonesia
1585270184142548992,negative,Wed Oct 26 14:00:39 +0000 2022,nununugraha_15,"@SBYudhoyono Saling Mengingatkn itu wajar sesama manusia,kalo org ga pernah di ingetin lupa terus nanti janjinya. 11T, ekonomi meroket,rupiah 10.000/$,kartu sembako yg udh kebagian mohon angkat tangan Ahaha","kuningan,jawa barat"
1585229286008840192,negative,Wed Oct 26 11:18:08 +0000 2022,jamal_bawean,"RT @ronavioleta: Januari kapan pak @jokowi ?? Kuatir kayak september ekonomi meroket yg anda janjikan, sampai skrg ga meroket². Yg meroket…",jogjakarta
1585166492135739392,negative,Wed Oct 26 07:08:37 +0000 2022,Sukis03915187,"@elbanani04 @HidayatNatari Penting viral dulu soal salah bener pikir keri. Banyak hal yang viral saja. Ijasah, Sambo, rupiah meroket ke bawah pada kabur semua beritanya. ada berita yang ketangkap lagi 😁😁😁",Yogya
1585148280895606784,negative,Wed Oct 26 05:56:15 +0000 2022,Alis_tora,"RT @ronavioleta: Januari kapan pak @jokowi ?? Kuatir kayak september ekonomi meroket yg anda janjikan, sampai skrg ga meroket². Yg meroket…",
1585105364571557888,negative,Wed Oct 26 03:05:43 +0000 2022,ronavioleta,"Januari kapan pak @jokowi ?? Kuatir kayak september ekonomi meroket yg anda janjikan, sampai skrg ga meroket². Yg meroket malah utang, harga BBM dan rupiah thdp dolar 🤦🏻‍♀️ Jokowi yakin Januari nanti gedung-gedung sudah terbangun di IKN https://t.co/pN1tFZOubd",
1585104972986785792,negative,Wed Oct 26 03:04:10 +0000 2022,SugiKawuloAlit,"Tenang jangan khawatir pokoknyamah kita bisa #BikinBanyakCerita halu seperti di tahun 2014 dulu, tentang konon katanya rupiah bakalan meroket tajam tembus 10 rebu kalo di 2024 bapak jokowi yang jadi Sekjen PBB donk. 🤣😂🤣😂 https://t.co/goZPfQKPsh","Cuma Sibuk, Blusukan Doank? 🙄"
1585100805233070080,negative,Wed Oct 26 02:47:36 +0000 2022,alweini_10,@OposisiCerdas Tunggu saja ekonomi indonesia akan meroket Dolllar akan di pukul KO Rupiah akan tembus 10.000 🤣🤣,
1584990182897750016,negative,Tue Oct 25 19:28:01 +0000 2022,c0mbra1n,"@tfkakbarr @niskalakencana1 @jokowi Ekonomi meroket rupiah kuat, hanya bualan","Banten, Indonesia"
1584902784608260096,negative,Tue Oct 25 13:40:44 +0000 2022,Kobesh78,@jokowi Lapor pak... Rupiah mendekati angka 16rb/dolar AS Benar benar siap meroket....,indonesia
1584849050230489089,negative,Tue Oct 25 10:07:13 +0000 2022,Sukis03915187,@Been4Q59 Lha rupiah makin meroket ke bumi bagaimana kabare. Ya terus hilang ada setingan teror atau teror setingan🙂🙂🙂,Yogya
1587797090130067457,negative,Wed Nov 02 13:21:40 +0000 2022,Purnomo08936457,Mereka akan kegirangan jika bangsa ini terpuruk. Mingkem bila Rupiah menguat. Kalau jadi Bang sat man jangan nangung-nanggun coy https://t.co/Cb1B6bttCH,
1587290267106783234,negative,Tue Nov 01 03:47:44 +0000 2022,ryolandafit,"RT @tvOneNews: Rupiah Selasa Pagi Melemah 45 Poin, IHSG Justru Menguat https://t.co/11z2QwFAGH",
1587284180395696128,negative,Tue Nov 01 03:23:33 +0000 2022,AdeKasep87,@Miduk17 Alhamdulillah....d bawah ekonomi meroket rupiah menguat skrg 10rb /USD,
1587273987079667712,negative,Tue Nov 01 02:43:03 +0000 2022,tvOneNews,"Rupiah Selasa Pagi Melemah 45 Poin, IHSG Justru Menguat https://t.co/11z2QwFAGH",Pulo Gadung
1587014071118749697,negative,Mon Oct 31 09:30:14 +0000 2022,irfanrbs,"@Tan_Mar3M Lagu lama kayak pede ip di orde baru ngemis2 suara rakyat. Cocot nya ngomong sekolah gratis, listrik gratis, rupiah menguat. Tp setelah mereka berkuasa, yg trjadi justru sebalik ny Min..min..otak mu kyk kotoran mak banyeng 🤮🤮🤮","Aceh Barat, Nangro Aceh Daruss"
1586931980523823104,negative,Mon Oct 31 04:04:02 +0000 2022,jpnncom,"Kurs rupiah yang ditransaksikan antarbank di Jakarta pada Senin pagi melemah 19 poin atau 0,12 persen ke posisi Rp 15.573 per USD. #rupiah https://t.co/yfK8P8n3qv",Indonesia
1586882310364106753,negative,Mon Oct 31 00:46:40 +0000 2022,Defiindra83,@Verraagustian_ @jokowi Ia maju bgt malah bahkan kita da import TKA untuk buruh kasar...kurs rupiah kita juga menguat ...luar biasanya 👍,"Padang Pariaman, Sumatera Bara"
1586841260249485312,negative,Sun Oct 30 22:03:33 +0000 2022,hammingbirdfly,"@deditelaumbanu4 Halah dulu juga sama, klo pak dhe memimpin Indonesia bakal maju, stop import, stop utang, ga bagi2 jabatan, ekonomi meroket, rupiah menguat, hasilnya serba terbalik..",
1586837087889678336,negative,Sun Oct 30 21:46:58 +0000 2022,syzuhri,"@buletbuletkecil @_ailurophileeee @cepzAlHidayat @jariyahsaja @CNNIndonesia Nah ini juga, kenapa project itu harus selalu match penafsiran. Dan kalo ada penghematan jadi kena masalah di BPK. Padahal hal ini bisa saja karena rupiah menguat menjadikan harga turun dari tafsiran. Supply chain, misal supply tinggi dari vendor membuat harga turun dll.",Tanah Jawi
