id,date,Sentimen,tweet
1.46581E+18,Tue Nov 30 22:44:23 +0000 2021,negative,#PutihkanJakarta212 hanya di Jakarta per 1 Desember 2021 sumur resapan yang di bangun serampangan Alhamdulillah sudah tumbuh POHON PISANG ?????? @aniesbaswedan mang warrr biyasa  serapan anggaran nya 80jt/titik sumur berhasil menghancurkan jalan di Jakarta #TolakReuniKadrun212 https://t.co/l70YauNDAs
1.46562E+18,Tue Nov 30 10:10:41 +0000 2021,negative,#Sumurresapan #Jakarta  Pemprov DKI: Tunda pembuatan sumur resapan di Jakarta - Tandatangani Petisi! https://t.co/ST7nbRG633 lewat @ChangeOrg_ID
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,#SumurResapAnggaran   Anggaran program sumur resapan dihapus dalam APBD DKI Jakarta 2022. Pembuatan sumur resapan menjadi salah satu upaya Gubernur DKI Jakarta Anies Baswedan dalam menangani banjir di Ibu Kota.  https://t.co/smcHJHPLmz
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,#SumurResapAnggaran   Dewan Perwakilan Rakyat Daerah (DPRD) DKI Jakarta sepakat menghapus anggaran untuk pembuatan sumur resapan pada APBD 2022 sebesar Rp 120 miliar. Kesepakatan itu diambil dalam Rapat Badan Anggaran besar di DPRD DKI Jakarta.  https://t.co/cePdpcFQHT
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,"#SumurResapAnggaran   DPRD DKI Jakarta mencoret anggaran program penanganan banjir Pemprov DKI Jakarta 2022 berupa pembuatan sumur resapan. Dengan begitu, maka proyek tersebut akan berakhir di 2021.  https://t.co/qOpsYLHuzv"
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,#SumurResapAnggaran   DPRD DKI Jakarta sepakat menghapus anggaran untuk pembuatan sumur resapan pada APBD 2022 sebesar Rp 120 miliar. Keputusan itu diambil dalam Rapat Badan Anggaran (Banggar) di DPRD DKI Jakarta pada Rabu (1/11).  https://t.co/guVTQ5SpGH
1.4673E+18,Sun Dec 05 01:00:02 +0000 2021,negative,"#SumurResapAnggaran   DPRD DKI Jakarta sudah menghapus anggaran sumur resapan untuk 2022 mendatang, dari yang semula diusulkan Rp 320 miliar oleh Pemprov DKI.  https://t.co/nsVcdB1yzT"
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,#SumurResapAnggaran   Jl Lebak Bulus III Jakarta Selatan sempat rusak gara-gara dibangunnya sumur resapan. Kini permukaan jalan tempat sumur resapan sudah ditutup aspal semua. Lalu di mana lubang tempat air masuk ke dalam sumur resapan? ??????  https://t.co/CGEzKb4hFG.
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,#SumurResapAnggaran   Ketua Komisi D DPRD DKI Jakarta Ida Mahmudah mengatakan anggaran untuk program sumur resapan yang dihapus dalam APBD 2022 salah satunya dialihkan untuk membayar gaji penyedia jasa lainnya perorangan (PJLP).  https://t.co/kGtgSvqVQo
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,positive,#SumurResapAnggaran   Pimpinan DPRD DKI Jakarta meminta pemerintah daerah agar penyelesaian sumur resapan di Ibu Kota tidak menimbulkan masalah baru. Hal itu dikatakan Wakil Ketua DPRD DKI Jakarta dari Fraksi PKS Abdurrahman Suhaimi.  https://t.co/TlC7pmPN12
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,"#SumurResapAnggaran   Polemik kualitas sumur resapan kembali mencuat setelah tutup drainase vertikal itu ambles di Jalan Karang Tengah, Lebak Bulus, Cilandak, Jakarta Selatan kemarin.  https://t.co/y9ogiO5PAW"
1.4673E+18,Sun Dec 05 01:00:02 +0000 2021,negative,"#SumurResapAnggaran   Politisi Partai Solidaritas Indonesia, Mohamad Guntur Romli memberikan kritik tajam untuk pembangunan sumur resapan di DKI Jakarta. Itu dilakukannya usai banyak ditemukan jalan yang jadi rusak imbas dari pembuatan sumur resapan.  https://t.co/X1sSTwyeYX"
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,positive,"#SumurResapAnggaran   Wakil Gubernur DKI Jakarta Ahmad Riza Patria membeberkan anggaran satu unit sumur resapan berbeda, tergantung jenis bahan akan dipakai. Ada dua jenis bahan yg umumnya digunakan untuk sumur resapan, yaitu tipe Buis Beton dan Modular.  https://t.co/iz8VzVnYS2"
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,#SumurResapAnggaran   Wakil Ketua DPRD DKI Jakarta dari Fraksi PKS Abdurrahman Suhaimi mengaku dirinya sering mendapat laporan dampak negative dari pembuatan sumur resapan.  https://t.co/t1P1Kl9bFJ
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,#SumurResapAnggaran   Warga Ibu Kota tahun depan tak akan lagi melihat pembangunan sumur resapan secara besar-besaran di seluruh penjuru Jakarta.  DPRD DKI Jakarta sudah menghapus anggaran sumur resapan sebesar Rp 122 miliar untuk 2022.  https://t.co/661pSj9gah
1.4673E+18,Sun Dec 05 01:00:02 +0000 2021,negative,#SumurResapAnggaran  Anggaran program sumur resapan dihapus dalam APBD DKI Jakarta...   sumur resapan yang sudah dikerjakan juga ikut terhapus dari jalan... https://t.co/Gh7q1RYDnO
1.4673E+18,Sun Dec 05 01:04:46 +0000 2021,negative,"#SumurResapAnggaran  Anggaran sumur resapan 2022 dicoret, gagal tangani banjir Jakarta? pemakaian anggaran yg unfaedah dari seorang gubernur pujaan pe' a 212 ...  @twuicei https://t.co/uNXcI1tyXI"
1.46769E+18,Mon Dec 06 02:40:06 +0000 2021,positive,#SumurResapAnggaran  Gubernur Anies Minta agar Seluruh Warga DKI Jakarta Awasi Kontraktor Sumur Resapan https://t.co/klNpYF27nE
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,"#SumurResapAnggaran  Ketua Komisi D DPRD DKI Jakarta, Ida Mahmudah memberikan tanggapan terkait anggaran sumur resapan tahun 2022 yang dihapus.  Menurutnya, terdapat sejumlah kritik pembangunan sumur resapan yang dianggap tidak efektif.  https://t.co/ktllDzvCTw"
1.4673E+18,Sun Dec 05 01:00:01 +0000 2021,negative,"#SumurResapAnggaran  Pembuatan sumur resapan di Jakarta ditentukan berdasarkan lokasi rawan genangan saat hujan. Terpenting, Riza berharap keberadaan sumur resapan tidak mengganggu kenyamanan publik.  Jelas ini merusak jalan dan mengganggu publik https://t.co/6nwcP68YhX"
1.4673E+18,Sun Dec 05 01:07:38 +0000 2021,negative,"#SumurResapAnggaran  Polemik kualitas sumur resapan kembali mencuat setelah tutup drainase vertikal itu ambles di Jalan Karang Tengah, Lebak Bulus, Cilandak, Jakarta Selatan kemarin.  Yang penting anggaran terserap.   https://t.co/LZFlnkKonj"
1.46731E+18,Sun Dec 05 02:00:54 +0000 2021,negative,#SumurResapAnggaran  Sudah sepantasnya  anggaran untuk sumur resapan  karya @aniesbaswedan  dihapus karena Unfaedah dan malah menimbulkan masyarakat celaka dan dialihkan ke PJLP ( Penyedia Jasa Lainnya Perorangan) di Provinsi DKI Jakarta . https://t.co/0mhmdukKNm
1.4673E+18,Sun Dec 05 01:07:51 +0000 2021,negative,"#SumurResapAnggaran  Untuk jenis buis beton harga berkisar Rp13,2 juta. Tipe buis beton berlubang heavy duty dengan menggunakan beton Adhi Mix.  Diberita lain, biaya perunit sumur resapan sampai 80 juta!   Ada mark up nih...   https://t.co/jkooyXIafh"
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,positive,#SumurResapAnggaran  Wakil Gubernur DKI Jakarta Ahmad Riza Patria membeberkan anggaran satu unit sumur resapan berbeda. Harga satu sumur tergantung jenis bahan akan dipakai. https://t.co/3dImcaVEhF
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,"#SumurResapAnggaran BRIN: Sumur Resapan Tidak Cocok di Jakarta, Nanti Hanya Jadi Kolam...  https://t.co/2GyFsN4R2f"
1.4673E+18,Sun Dec 05 01:00:02 +0000 2021,negative,"#SumurResapAnggaran Dewan Perwakilan Rakyat Daerah (DPRD) DKI Jakarta mencoret anggaran program penanganan banjir Pemerintah Provinsi (Pemprov) DKI Jakarta 2022 berupa pembuatan sumur resapan. Dengan begitu, maka proyek tersebut akan berakhir di 2021.  https://t.co/pXyNTlvomC"
1.46749E+18,Sun Dec 05 13:55:37 +0000 2021,negative,#SumurResapAnggaran https://t.co/csmp8Uf6zA #Sumurresapan DKI Jakarta hujan banjir
1.4673E+18,Sun Dec 05 01:03:10 +0000 2021,negative,"#SumurResapAnggaran Pemborosan Anggaran Ala Anies Telah terjadi pemborosan anggaran di pemerintahan provinsi DKI Jakarta, salah satunya ada program pembuatan sumur resapan. https://t.co/McnqcF3RgN"
1.4673E+18,Sun Dec 05 01:00:00 +0000 2021,negative,#SumurResapAnggaran Sumur resapan di nilai tidak ada manfaatnya atasi banjir selain hanya merusak Jakarta.?? https://t.co/XNFgTJTiRq
1.46731E+18,Sun Dec 05 02:05:05 +0000 2021,negative,#SumurResapAnggaran Wadoh..anggarannya di hapus Dewan utk 2022.  https://t.co/daXLj2iJvZ
1.46602E+18,Wed Dec 01 12:03:36 +0000 2021,negative,"#Terpopuler Sebagian ruas jalan Lebak Bulus III, Jakarta Selatan retak imbas proyek sumur resapan. Warga mengeluhkan kondisi tersebut. https://t.co/gKoBXbZbCh"
1.46603E+18,Wed Dec 01 12:48:07 +0000 2021,positive,"(Emang ada chebong yg gak demen aer???)   OHH Pantesan aja ""Sumur Resapan"" banyak dinyinyirin BuzzeRp, karena Sumur Resapan ""efektif cegah banjir"", BuzzeRp pengennya Jakarta tetap banjir https://t.co/hpOMW97hfL"
1.46588E+18,Wed Dec 01 02:52:16 +0000 2021,negative,(Thread)  Dia menilai tidak semua lokasi di Jakarta bisa menjadi tempat pembangunan sumur resapan atau drainase vertikal. @aniesbaswedan  #DKIJakarta #aniesbaswedan   https://t.co/TFhBFkLwIl
1.46594E+18,Wed Dec 01 07:23:07 +0000 2021,negative,"*ANGGARAN SUMUR RESAPAN, TAK ADA SATUPUN YANG BISA HENTIKAN ANIES, BAHKAN PSI*  Apa yang dikerjakan Anies saat ini bukan lagi membangun Jakarta, tapi merusak Jakarta. Merusak tatanan kota yang benar-benar tdk bisa lagi ditoleransi. https://t.co/ExlRQpp1LR https://t.co/AUUwwJzk5X"
1.46661E+18,Fri Dec 03 03:08:31 +0000 2021,positive,"*Kajian LIPI (2011): Sumur Resapan sbg pengendali banjir Jabodetabek (https://t.co/Kt8TiftbgQ) *Balitbang KemenPUPR:Sumur Resapan *Rencana Jokowi (Gub DKI 202-2014) bangun Sumur Resapan *KemenLHK 2014: Perlu 500000 Sumur Resapan cegah banjir #Jakarta #Nalar! ""PDIP JEGAL ANIES""?? https://t.co/Gqwc9hQGMs"
1.46696E+18,Sat Dec 04 02:45:57 +0000 2021,negative,@__agnez Untunglah acara KTT G20 tidak di Jakarta... Ditakutkan banyak yang terjebak ke sumur resapan
1.46633E+18,Thu Dec 02 08:55:30 +0000 2021,negative,"@__AnakKolong @DKIJakarta @ArizaPatria Akalnya itu kunyuk...   Mana pantas publikasi suatu Penjelasan sumur resapan di mintakan pertanggungjawaban kpd Kontraktor emangnya mau rugi.?   Budget sudah diCak dlm suatu komitmen, itu yang di Wujudkan Kontraktor."
1.46528E+18,Mon Nov 29 11:35:31 +0000 2021,negative,@__AnakKolong @DKIJakarta Di jakarta bikin sumur resapan  asal jadi tanpa gorong2 seperti contoh gambar. ngga lama jalanan ambles.
1.46529E+18,Mon Nov 29 11:53:17 +0000 2021,negative,"@__AnakKolong @DKIJakarta Di jakarta bukan sumur resapan, tapi sumur tadah udan."
1.46551E+18,Tue Nov 30 02:39:49 +0000 2021,negative,"@__AnakKolong @DKIJakarta Di Jakarta namanya ""SUMUR RESAPAN ANGGARAN SUNATULLOH"" ...  yg penting anggaran cair ... ??????"
1.46535E+18,Mon Nov 29 15:57:37 +0000 2021,negative,@__AnakKolong @DKIJakarta Di Singapura —&gt; Sumur Resapan  Di Jakarta ————-&gt; Sumur Anggaran
1.46535E+18,Mon Nov 29 15:44:45 +0000 2021,negative,"@__AnakKolong @DKIJakarta Gara2 sumur resapan abal2 Maukah kita diberi peternakan nyamuk di depan rumah kita? Nyamuk dapat merupakan nyamuk biasa, Culex, ataupun Aedes (penyebar demam berdarah dengue [DBD])  https://t.co/pGNlqe8BN5"
1.46559E+18,Tue Nov 30 08:13:46 +0000 2021,negative,@__AnakKolong @DKIJakarta Jakarta butuh cacing raksasanya Spongebob buat membuat sumur resapan air yang bener.
1.4655E+18,Tue Nov 30 01:55:04 +0000 2021,negative,@__AnakKolong @DKIJakarta Kalau Jakarta Sumur Resapan maling SERAPAN Anggaran APBD sebanyak banyaknya
1.46533E+18,Mon Nov 29 14:37:16 +0000 2021,negative,"@__AnakKolong @DKIJakarta Singapore bener bener sumur resapan air, kalo di Jakarta sumur2an buat resapan anggaran. Bahagia gubernurnya, merana rakyatnya.??????"
1.4655E+18,Tue Nov 30 01:54:52 +0000 2021,negative,"@__AnakKolong @DKIJakarta Sumur resapan bagus, tp Jakarta telah mengambil keputusan yg fatal, krn pengerjaaanya tdk professional Dan asal2 an. Estetika Dan kwalitas tdk diperhatikan. Sekelas ibukota."
1.46531E+18,Mon Nov 29 13:11:58 +0000 2021,negative,"@__AnakKolong @DKIJakarta Sumur resapan kata-kata dan anggaran di buat karena kelabakan dan biar terkesan dia Bekerja,dan pastilah penyelewengan anggaran sangat besar..ini harus di usut biar Duit rakyat jakarta tidak hilang bgitu saja"
1.46546E+18,Mon Nov 29 23:21:12 +0000 2021,negative,@__AnakKolong @DKIJakarta Yang di jakarta itu sumur resapan uang ??????
1.4653E+18,Mon Nov 29 12:33:03 +0000 2021,positive,"@_ekokuntadhi Yg bilang bikin resapan siapa mas Eko, anies sdg bikin sumur spy org2 jakarta kalo susah air bisa nimba buat mandi cuci dan berak????"
1.46749E+18,Sun Dec 05 13:59:55 +0000 2021,positive,@_GarudaHitam_ @matakudoea @Akiwangi @budiarjo_s @_3angel_ @03__nakula @psi_id @fpdip_jakarta @TeddyGusnaidi Oh ngawasin bong..????????kerjaan jokowi diawasin ga bong .  Terus sirkuit mandalika knpa ko banjir bong ..ga dibangun sumur resapan ya bong??????
1.46566E+18,Tue Nov 30 12:47:10 +0000 2021,negative,"@_Lin_Apr1lia Jakarta hancur ditangan anies.jalanan retak,sumur resapan jadi sarang nyamuk."
1.46595E+18,Wed Dec 01 07:41:20 +0000 2021,negative,@_memoryusang Lebih bermanfaat klo si @nazaqistsha mengaudit dana sumur resapan unfaedah di Jakarta krn itu menggunakan dana negara
1.46667E+18,Fri Dec 03 07:18:38 +0000 2021,negative,@_SEKNAS_RI @NanaRosa___ @DinasSDAJakarta @aniesbaswedan Hancur Jakarta ..... Hanya manusia gila yang bikin Sumur Resapan di jalan beraspal ..... ??????
1.46635E+18,Thu Dec 02 10:20:14 +0000 2021,negative,@03__nakula Bojo lanange njaluk dikepruk boto. JPUne kon nguras sumur resapan nang Jakarta ae
1.46552E+18,Tue Nov 30 03:16:07 +0000 2021,negative,"@03__nakula Kementerian PUPR harus berani menghentikan proyek abal² dan sangat tidak berguna. Biarpun dibuat 10jt sumur resapan tidak ada gunanya, cuman menghamburkan APBD DKI, dan memperkaya kontraktornya. Sangat tidak masuk logika, untuk menanggulangi b"
1.46695E+18,Sat Dec 04 01:40:15 +0000 2021,negative,"@03__nakula Salam santun satu bumi,JKT semakin banyak sumur resapan semakin banjir,JKT dulu tidak macet karena jalanan masih luas,bukan jalan di jadikan trotoar,untuk pejalan kaki dan sepeda,Jakarta belum sekelas London."
1.46744E+18,Sun Dec 05 10:40:35 +0000 2021,positive,@4Y4NKZ Penguasa Ancol @GeiszChalifah tolong segera ksh tau Pak @aniesbaswedan utk membuat sumur resapan di seluruh wilayah Teluk Jakarta....urgent sekali tuh...
1.46615E+18,Wed Dec 01 21:08:09 +0000 2021,positive,"@74Daijiro @CNNIndonesia Krn topografis Jakarta ada di dataran rendah/sejajar dg pantai dan filosofi air yg hanya tunduk/mengikuti gravitsi maka membuat terowongan menuju pantai tdk lah efektif. Salah 1 alternatif, dibangunlah sumur resapan.   Mau jawab b"
1.46543E+18,Mon Nov 29 21:14:48 +0000 2021,positive,@Aareuyan @_ekokuntadhi Sumur resapan itu untuk tampungan air hujan bukan saluran buangan rumah tangga.....gembur dan amblas itu sebelumnya sudah terjadi karena permukaan tanah Jakarta tiap tahunnya dah turun. ..bukan karena gara gara sumur resapan.....
1.46731E+18,Sun Dec 05 01:34:31 +0000 2021,negative,@AbangSally Tanpa persiapan yang matang tapi ngotot untuk digelar  Ketua komisi D pertanyakan efektivitas sumur resapan cegah banjir jakarta  #SumurResapAnggaran https://t.co/5T0dz2ONvQ
1.46553E+18,Tue Nov 30 04:09:28 +0000 2021,negative,@AblehOglenk @mahasiswigenz Disinilah saya tidak mengerti ngomongnya tidak sesuai fakta Jakarta malah hancur lihat saja sumur resapan jalan pada bopeng2.
1.46529E+18,Mon Nov 29 11:52:56 +0000 2021,negative,@Abustan_1 @MudasirRomini @aniesbaswedan @DharmaJaya68 @DKIJakarta @DiskominfoPKU Yo pancen koe gampang digobloki.  Gaji buruh bangunan nang jkt 170 wes duwur. Nang jateng rata2 100. Rego pasir nang jateng 300-350ewu  neng jakarta 350an. Cek tokopedia. Ru
1.46578E+18,Tue Nov 30 20:32:16 +0000 2021,negative,@addiems Proyek sumur RESAPan Yang meNYERAP anggaran  80 juta per titik Kualitas abaL abaL  80 juta sdh cukup buat Renovasi rumah type 21 jadi bagus Utk daerah pinggiran Jakarta Bekasi bogor dsktarnya
1.46594E+18,Wed Dec 01 06:54:56 +0000 2021,positive,"@AdikMaria @MurtadhoRoy Gw juga harus mengakui jakarta yg sekarang trotoarnya bagus, lebar, taman deket rumah diperbaiki. Jak lingko juga sangat membantu (sekalipun pernah diturunin gara gara ga punya kartunya). Menurut gw jg bikin resapan bagus, menginga"
1.4668E+18,Fri Dec 03 16:06:27 +0000 2021,positive,"@adipatikanjeng @IndraShaza @na_dirs https://t.co/wMZU7EUH2Z  Ye tlol lu, kalo di tengah jalan ada yg salah dalam penerapannya ya bukan bearrti semuanya salah gblk, yg retak ya jelas salah pemegang proyeknya, kok malah nyerang semuanya tlol."
1.46619E+18,Wed Dec 01 23:23:11 +0000 2021,negative,"@aewin86 DPRDnya mulai waras... Utk APBD DKI Jakarta thn 2021 DPRDnya asal saja menyetujui anggaran utk sumur resapan. Di era Pak Jokowi sumur resapan dibuat di jalur hijau, sementara di era Anies sumur resapan di buat di jalan raya, trotoar...merusak jal"
1.4657E+18,Tue Nov 30 14:52:14 +0000 2021,negative,@agung_milala @jhon_gudel @NetizenBerisik Lha kenapa jadi emosi gitu drun?? .  .  Emosi boleh bunuh diri jangan ya drun?? https://t.co/de6jjkDR2y
1.46571E+18,Tue Nov 30 16:01:39 +0000 2021,negative,"@agung_milala @jhon_gudel @NetizenBerisik Nih pakar lagi, kalo masih kurang ngemeng ya drun ?? https://t.co/z6MJaOuLDE"
1.46583E+18,Wed Dec 01 00:06:36 +0000 2021,negative,"@agung_milala @NetizenBerisik @jhon_gudel Air dalam sumur unfaedah sudah penuh, maka kalo turun hujan lagi, sumur resapan unfaedah itu tidak lah berfungsi drun ?? .  .  Proyek asal asalan hanya menyengsarakan warga Jakarta saja ??"
1.46628E+18,Thu Dec 02 05:24:39 +0000 2021,negative,"@agung_milala APBD dari hasil keringat warga Jakarta, di hamburkan untuk proyek sumur resapan unfaedah?? ?? https://t.co/Oxd3CfkpH6"
1.46594E+18,Wed Dec 01 07:23:36 +0000 2021,negative,"@agung_milala Persoalan nya adalah sumur resapan unfaedah itu jauh dari kata manfaat bagi warga jakarta, tapi lebih kepada mengganggu keamanan dan kenyamanan warga drun??"
1.46516E+18,Mon Nov 29 03:29:05 +0000 2021,positive,@aherrys @FerdinanHasudu1 @GunRomli @PSI_Jakarta @aniesbaswedan Karena ada 2 pilihan dan belum diaplikasikan. Bila deep tunnel rampung..bagaimana? Sekarangkan faktanya sumur resapan sdh ada.. sudah efektifkan? Makanya perlu diadu.. sumur resapan ada.. dan
1.46678E+18,Fri Dec 03 14:34:26 +0000 2021,negative,@AimanJudakusum1 @OneRoyal86 @Metro_TV @NasDem @ridwankamil @KhofifahIP @ganjarpranowo @PlateJohnny sumur resapan DKI Jakarta masa suram 2017 - 2022 ? #pakaimasker https://t.co/xGW5DyvzMK
1.46709E+18,Sat Dec 04 11:20:26 +0000 2021,negative,"@akoesukasate @Rakyat_Recehan @KPK_RI Hahaha... @fpdip_jakarta @PrasetyoEdi_ hanya garang saat Ahok @basuki_btp jd gubernur @DKIJakarta . Kasus anggaran @aniesbaswedan spt lem aibon, kayu mahoni dan skrg sumur resapan hanya mempertontonkan betapa lemahnya"
1.46683E+18,Fri Dec 03 18:16:54 +0000 2021,positive,@algof27 @Gemini636 @susipudjiastuti Lu udh pernah ke jakarta gak? bisa bedain sumur resapan sma lobang kabel? Klo blm pernah.. jangan bacoooot.. ????
1.46741E+18,Sun Dec 05 08:39:45 +0000 2021,negative,"@alonecool3 Anggaran besar yang gak tepat guna, program sumur resapan tidak terkonsep sehingga tidak efektif mengatasi banjir di Jakarta?? #SumurResapAnggaran https://t.co/IAgmneF3Xe"
1.46735E+18,Sun Dec 05 04:41:50 +0000 2021,negative,"@alonecool3 Program sumur resapan dengan anggaran besar namun terkesan tidak dipersiapkan dengan matang dan hasilnya mengecewakan, dan tidak dapat mengatasi banjir di Jakarta?? #SumurResapAnggaran https://t.co/8t8yRvGLpd"
1.46788E+18,Mon Dec 06 15:27:13 +0000 2021,negative,"@anakodok2009 @Margijanto @tatakujiyati jakarta emang sebagian besar tanahnya gacocok buat sumur resapan,, pernah baca artikel dari profesor ITB"
1.46731E+18,Sun Dec 05 01:32:21 +0000 2021,negative,@anandasukarlan Kalo liat kapal di samping mungkin di priok. Jakarta utara dikasih sumur resapan udah ga bisa sih. Kalo di jaksel masih mungkin topografinya.
1.46632E+18,Thu Dec 02 07:59:15 +0000 2021,negative,@AndiSaifulHaq @aniesbaswedan @GunRomli Sebaiknya secepatnya dihentikan proyek Sumur resapan itu..memperburuk Wajah JAKARTA.. Cukup wajah Anies aja yg BURUK..
1.46741E+18,Sun Dec 05 08:16:18 +0000 2021,negative,@AngingMamiri26 Dia yang mengatakan permukaan ta ah di Jakarta sdh naik karena sumur resapan
1.46674E+18,Fri Dec 03 12:12:35 +0000 2021,negative,@aniesbaswedan @Metro_TV @DKIJakarta Hanya pak tarno yg mampu menghilangkan sumur resapan DKI jakarta dalam sekejap  Proook proook proook jadi Aspal @GeiszChalifah @musniumar https://t.co/SnaiQplFUJ
1.46635E+18,Thu Dec 02 10:01:48 +0000 2021,negative,"@aniesbaswedan @Metro_TV @DKIJakarta Mau dipoles dengan 1000 penghargaan ngga akan bisa menyembunyikan ketidakmampuan Anies dalam bekerja.. Rumah Dp 0% Naturalisasi Sumur resapan Ngga kebayang kalau bener dibuat sampai 1,8 juta lubang sumur mau spt apa Ja"
1.46641E+18,Thu Dec 02 14:04:02 +0000 2021,negative,"@aniesbaswedan @Metro_TV @DKIJakarta Urus tuh sumur resapan, warga jakarta g butuh penghargaan, tp butuh krj nyata bknnya ngerusak jalan apa lg sll berbohong Ingat @aniesbaswedan Allah itu maha adil https://t.co/LaTYKgIfPa"
1.46655E+18,Thu Dec 02 23:09:40 +0000 2021,positive,"@aniesbaswedan @Metro_TV @DKIJakarta Yg penting yakin pak, semangat pak…  Lanjut terus pak buat sumur resapan, jangan dialirkan ke laut… Melawan sunatullah, Bikin lbh banyak lagi pak Jakarta semakin indah dengan sumur2 karya Bapak, Tiap 1 meter kasih sumu"
1.46604E+18,Wed Dec 01 13:58:03 +0000 2021,negative,@aniesbaswedan apakah kamu dan gerombolan pembisikmu pernah berpikir sampai kesini ? https://t.co/wiTum6n4tC
1.46619E+18,Wed Dec 01 23:43:49 +0000 2021,negative,"@aniesbaswedan sesungguhnya mmg sama sekali tak memahami Jakarta. Misal pernyataan dia yg seharusnya setiap rumah punya sumur resapan agar bisa menyimpan air hujan. Lha wong Jakarta isinya hampir semua rumah petak yg padat, gimana caranya. https://t.co/li"
1.46578E+18,Tue Nov 30 20:36:41 +0000 2021,negative,"@Ar07Pangeran Di Jakarta utara &amp; Jakarta barat di bagian pesisir, yg muka tanah hampir sejajar dg muka air sungai/laut, sebaiknya tdk dibuat sumur resapan.. krn Tdk efektif Lebih Baik membangun pompa2 penyedot air &amp; embung2 disertai peninggian tur"
1.46577E+18,Tue Nov 30 19:53:34 +0000 2021,negative,@ardimanayusuf @jokowi Betul sekali...beda halnya dengan pembuatan sumur resapan banjir..bikin jakarta jd sarang nyamuk ..
