Datetime,Tweet Id,Text,Username,Label
2022-04-15 05:21:13+00:00,1514836220064399360,kenapa pada ga memilih untuk mengkampanyekan pajak karbon dan cukai plastik,aesccroft,Neutral
2022-07-08 03:29:05+00:00,1545248581682343936,"Pajak Karbon di Swedia  137 USD

Indonesia 2 USD

Polandia 0,08 USD

#ClimateChange
#PajakKarbon
#G20Indonesia",aewin86,Neutral
2022-06-10 07:26:21+00:00,1535161431947358208,Pajak Karbon salah satu kunci relokasi Industri Global ke Indonesia.,aewin86,Neutral
2022-10-14 23:00:00+00:00,1581057262482644992,"Airlangga Hartanto mengungkapkan perdagangan karbon, termasuk pajak karbon akan mulai diterapkan pada tahun 2025. Ini sekaligus menjadi titik terang setelah sebelumnya terus tertunda
#BersatuCiptakanRIMaju #IbukotaBaru https://t.co/InH3iZObfb",AfiaNurulita,Neutral
2022-08-22 03:18:01+00:00,1561553248401629187,"Penyesuaian tarif bertahap untuk mencerminkan biaya input aktual akan mendorong konsumsi energi yang lebih efisien, investasi peralatan yang efisien, dan memungkinkan pajak karbon berfungsi.
#KenaikanBBMSelamatkanAPBN
https://t.co/xRsjRLyuOC",AfshinRonin,Neutral
2022-06-27 00:34:49+00:00,1541218458603749376,"Ketidakpastian Global Tinggi, Pemerintah Kaji Ulang Penerapan Pajak Karbon.
Akankah terealisasi pajak karbon ⁉️
#Merakyat_MerasRakyat 
#Merakyat_MerasRakyat 
👇👇👇
https://t.co/s9BBK9rnXG",Agathis08685249,Neutral
2022-10-14 23:00:00+00:00,1581057263212457984,Pajak karbon akan mulai diterapkan pada tahun 2025... #BersatuCiptakanRIMaju #UbahKUHPJadul https://t.co/06XxYf6kFC,AGumeulis,Neutral
2022-06-24 13:57:12+00:00,1540333222558855168,"Yah. Ditunda. 

Kemenkeu Jelaskan Penyebab Penerapan Pajak Karbon Ditunda - Bisnis https://t.co/IBWbRBHIK7 https://t.co/4VoTt68yX7",agussari,Neutral
2022-10-14 23:00:02+00:00,1581057271496261632,"Airlangga ingin pajak karbon berlaku mulai 2025 mendatang.
#BersatuCiptakanRIMaju #DukungIKNNusantara https://t.co/M9EP5BqaxP",AkatsukiBagas,Neutral
2022-10-13 09:31:54+00:00,1580491508616024064,Perdagangan Karbon dan Pajak Karbon Ditargetkan Berlaku 2025 https://t.co/WtIogQvDxA,aksesdisini_com,Neutral
2022-07-10 02:30:00+00:00,1545958487229771779,"Selandia Baru berencana untuk mengenakan pajak karbon kepada peternak guna mengatasi salah satu sumber gas rumah kaca terbesar di negara itu: hewan ternak yang terlalu banyak kentut dan bersendawa.

https://t.co/qaTq5Zc7UF",akuratco,Neutral
2022-06-03 23:00:02+00:00,1532859684281102336,"For your info mulai juli2022 pmerintah akan terapkan regulasi pajak karbon. 
#WujudkanKebangkitanRI https://t.co/o3rHuJeysM",Albiruuuuu_,Neutral
2022-09-04 09:33:57+00:00,1566358899724144641,"Sebaliknya menyuntikannya pada dosis yg terlampau tinggi berbahaya bagi visi transisi energi. Namun, narasi ini tak tepat digunakan baginya yang masih menunda kebijakan pajak emisi karbon,.",Aliketigabelas,Neutral
2022-06-03 23:00:22+00:00,1532859768947486721,Pemerintah terapkan regulasi pajak karbon .  #WujudkanKebangkitanRI https://t.co/Te70naYacc,AlleArra,Neutral
2022-08-24 13:57:36+00:00,1562438980985303044,"Hello, ALSAians! 

ALSA Local Chapter Universitas Jenderal Soedirman and ALSA Local Chapter Universitas Airlangga proudly presents: 

ALSA NATIONAL VIDEO CONFERENCE 2022 
""Menelisik Kebijakan Penerapan Pajak Karbon, Solusi Pengendalian Perubahan Iklim di Indonesia"" https://t.co/BlqXRQy1xF",alsaunair,Neutral
2022-07-14 23:01:08+00:00,1547717865113284608,Rencana transisi energi memerlukan keterlibatan peran aktif dari perdagangan dan pajak karbon #BersamaMembangunIndonesia https://t.co/WvgHk8eLDR,Ambreena66,Neutral
2022-10-15 00:15:02+00:00,1581076144375599104,"Airlangga Ingin Pajak Karbon Berlaku Mulai 2025
#BersatuCiptakanRIMaju https://t.co/5BqIs09Ds6",amelliaftz,Neutral
2022-10-15 01:31:02+00:00,1581095271655624704,"Airlangga ingin pajak karbon berlaku mulai 2025
.....
#BersatuCiptakanRIMaju https://t.co/nNc7U8VwAf",amerika_kost,Neutral
2022-10-15 01:30:13+00:00,1581095065606234112,"Pajak karbon jadi komitmen pemerintah
Menurunkan emisi gas rumah kaca
......
#BersatuCiptakanRIMaju https://t.co/oqDLx7ypLy",amerika_kost,Neutral
2022-10-15 01:26:30+00:00,1581094130880376832,"Airlangga ingin pajak karbon berlaku mulai 2025
.....
#BersatuCiptakanRIMaju https://t.co/nf4rc9Dx7N",amerika_kost,Neutral
2022-10-15 01:23:50+00:00,1581093457795305472,"Pajak karbon jadi komitmen pemerintah
Menurunkan emisi gas rumah kaca
......
#BersatuCiptakanRIMaju https://t.co/lXaE1BP324",amerika_kost,Neutral
2022-10-05 06:55:56+00:00,1577553154069389313,ada yang bisa diajak ngobrol tentang pajak karbon gak ya?,amethystlighte,Neutral
2022-10-14 23:00:01+00:00,1581057265666330624,"Airlangga sangat ingin pajak karbon berlaku mulai 2025
 #BersatuCiptakanRIMaju #GDPIndonesiaPositif https://t.co/tZluoWugcu",Ameyliaa23,Neutral
2022-04-18 09:41:54+00:00,1515988983553327107,"Begitu juga, cita pemerintah khususnya kehadiran Pajak Karbon. Hal yang mungkin terjadi kenaikan listrik, BBM,  dll. Yang berujung menguranginya kendaraan pribadi--polusi. Sayangnya harus ditopang bagian parkir, PKL, keamanan publik, dll",AmLieberal,Positive
2022-07-15 02:46:57+00:00,1547774693897211906,"Transisi energi melibatkan peran aktif dari perdagangan dan pajak karbon
.
.
#BersamaMembangunIndonesia https://t.co/3HvOSAgLEP",amuzesouter129,Neutral
2022-09-14 06:25:46+00:00,1569935417864224769,"Pajak karbon ini menguntungkan negara atau lingkungan ya, cobak pajak karbon diubah ke penanaman pohon/pembangkitan EBT tiap berapa ton karbon, daripada bentuk uang masuknya ke pemerintah, alhasil buat beli udud.",Anaksiapayaa,Negative
2022-07-21 04:03:07+00:00,1549968186468335616,"8. Total sejak 2021, Tesla sudah mengumpulan uang sebesar $2,1Milyar hanya dari karbon kredit yang diberi gratis!
9. Jauh dari nilai kerugian Bitcoin yang dijual di Q2 2022
10. Kerugian penjualan Bitcoin juga bisa dikompensasikan untuk pelaporan pajak ditahun berikutnya
(4/6)",anggaandinata,Neutral
2022-06-27 09:00:56+00:00,1541345824655159297,"Cari waktu tepat untuk terapkan pajak karbon, kata Sri Mulyani https://t.co/PjlM5hFOQZ",Antara_Kalteng,Neutral
2022-09-28 04:48:18+00:00,1574984321013665793,"Adakah Yang tahu tentang Aturan Pajak Karbon, silahkan berkomentar.
I Ryan Reynolds I Deadpool 3 I Pegang I Cleo I Dinginan I 
#LISA
#FIFA23 #NordStream2  #LaverCup #SalmanKhan #HouseOfTheDragon #daddyyankeechile https://t.co/iZ0b7m9YHK",AntariAras,Neutral
2022-07-14 23:00:05+00:00,1547717599316037632,"Transisi energi melibatkan peran aktif dari perdagangan dan pajak karbon. Perencanaan tidak memiliki kendala. 
#BersamaMembangunIndonesia https://t.co/7NYp4BybiX",AnumSafika,Neutral
2022-04-18 03:05:44+00:00,1515889285827768336,"Fenomena tahun ini

JHT cair di usia pensiun
TC 10 juta Up - Biaya Materai 10K
Kasus Minyak goreng
PPN Up - 11%
Pertamax Up - 12.5K
PPh dan PPN untuk fintech
Biaya Haji Up - 39 Juta
Biaya Akses NIK 1K
Penerapan Pajak Karbon

ada lagi yg mau ditambahin?",archdann,Neutral
2022-06-16 12:46:17+00:00,1537416272199045120,"Kenapa tarif pesawat terbang tinggi? Apa karena pajak karbon sudah mulai di tetapkan?
https://t.co/PnrH1WywWK",ardjoe0704,Neutral
2022-06-22 02:20:33+00:00,1539433126254227456,"Kebijakan cap and tax tidak akan memberikan dampak yang signifikan bagi perusahaan karena mereka juga telah melaksanakan perdagangan karbon.

Berdasarkan rencana pemerintah, #PajakKarbon yang dipungut oleh pemerintah akan digunakan untuk mengembangkan sektor lain yang https://t.co/dND4ma0mUK",ari_aditya,Neutral
2022-06-22 02:19:10+00:00,1539432779842465792,"pasal 13 ayat 5, disebutkan bahwa subjek #pajak karbon adalah orang pribadi atau badan yang membeli barang mengandung CO2 atau barang yang menghasilkan emisi karbon. Artinya, #PajakKarbon juga dapat ditanggung oleh konsumen.
Sementara itu, masih menurut UU yang sama, tarif pajak",Neutral,Neutral
2022-06-22 02:19:10+00:00,1539432777380409345,"sebesar 0,918 ton CO2 per MWh

Perlu dicatat, hingga kini belum ada keputusan final yang ditentukan oleh pemerintah terkait besarnya cap pajak karbon, badan yang melakukan uji emisi, hingga penerbit sertifikat izin emisi.
Merujuk kepada UU Harmonisasi Peraturan Perpajakan Bab IV",ari_aditya,Neutral
2022-06-22 02:19:08+00:00,1539432772607291392,"Menurut Kepala Badan Kebijakan Fiskal (BKF) Kementerian Keuangan, Febrio Kacaribu, batas atau cap yang akan digunakan dalam pajak #karbon ini sama seperti yang digunakan dalam perdagangan karbon antar-PLTU.
Adapun batas emisi dalam perdagangan karbon PLTU diatur oleh Kementerian",ari_aditya,Neutral
2022-06-22 02:19:08+00:00,1539432769767768064,"listrik tenaga uap (PLTU) batu bara terlebih dahulu dengan skema cap and tax. Nantinya, pajak karbon baru akan diperluas ke industri lain pada 2025.
Dengan skema cap and tax, PLTU akan dikenakan pajak karbon ketika sisa emisi yang dihasilkan melebihi batas yang ditentukan (cap).",ari_aditya,Neutral
2022-06-22 02:19:06+00:00,1539432762427740161,"#InfoKeuangan 
Menteri Koordinator Bidang Perekonomian, Airlangga Hartanto, menyebut pemerintah akan mulai menerapkan pajak karbon per 1 Juli 2022.

Pajak karbon akan diterapkan secara bertahap, di mana tahap pertama (2022-2024) pajak karbon akan dikenakan untuk pembangkit https://t.co/jCAr2etCiG",ari_aditya,Neutral
2022-09-16 15:53:37+00:00,1570803099094364161,ni carbon tax (pajak karbon) kok belum jadi berlaku sih? udah gasabar liat carbon tax overlap sama emission trade system (ETS) wkwkwk,arifhidyat_,Neutral
2022-09-28 04:21:32+00:00,1574977586706657280,"Kemenkeu terus mematangkan aturan teknis pajak karbon sebelum diterapkan. Pemberlakukan pajak karbon sempat mengalami penundaan selama dua kali yaitu pada April dan Juli lalu.

Pertamina
Deadpool 3
Witan
NCT DREAM IS COMING
#WaspadaBahayaLaten_PKI
Buton
Sarapan
Ryan Reynolds https://t.co/4VvLral0Ux",AriniAnindyanti,Neutral
2022-10-15 00:14:39+00:00,1581076049601126401,"Airlangga Ingin Pajak Karbon Berlaku Mulai 2025
#BersatuCiptakanRIMaju https://t.co/ftxxecBlDS",arisputra1515,Neutral
2022-04-16 03:42:58+00:00,1515173882247843843,"@alteirence Green campaign begituan itu kayak nyiram kebakaran hutan amazon pake air segelas alias apaan sih dampaknya..... Kalau emang bener-bener mau bantu bumi, ya kasih Pajak karbon, hapus subsidi listrik, bbm dll kecuali pendidikan dan kesehatan. Sembari ganti ke renewable energi...",ariyaromadhona,Positive
2022-10-14 23:01:52+00:00,1581057730928074752,Berikan pajak karbon sebagai langkah menurunkan emisi gas rumah kaca #BersatuCiptakanRIMaju #DukungIKNNusantara https://t.co/1hAkZ8DYD7,Arrayaa17,Neutral
2022-10-14 23:00:00+00:00,1581057262465871872,Airlangga ingin pajak karbon berlaku mulai 2025  #BersatuCiptakanRIMaju #RKUHPUntukSemua https://t.co/SRJYXhZmJn,asliawet,Neutral
2022-07-26 22:43:54+00:00,1552062179683155969,"Bener sih. Tapi yang sekarang negara butuhin adalah pajak. Pajak membangun negara. Pajak naik jadi 11%. Fafifu emisi karbon, sekarang lebih penting pajak

Bravo #UangKita halo juliari batubara https://t.co/zPlKUrJ2S2",asmurcom,Negative
2022-09-03 08:11:11+00:00,1565975681695358976,Pajak karbon &amp; Pajak keuntungan modal kapan https://t.co/0wUJXVdKEp,astoadzeneca,Neutral
2022-07-15 00:16:35+00:00,1547736851967946758,"Transisi energi melibatkan peran aktif dari perdagangan dan pajak karbon
-----
#BersamaMembangunIndonesia
#indonesiamaju
#indonesiahebat https://t.co/O6MLLmrEhc",atiduduwesi,Neutral
2022-05-28 04:11:25+00:00,1530401329129979905,"Obyek barang yang mengandung karbon atau melakukan aktivitas yang menghasilkan emisi karbon yang sama tidak dapat dikenai pungutan dua kali sekaligus, yakni pajak karbon dan PNBP pemanfaatan SDA. #Opini #AdadiKompas
https://t.co/wjqP9iIPfY",AuisGrand,Neutral
2022-07-01 02:08:46+00:00,1542691651399086080,Bagaimana sih penerapan tarif pajak karbon di Indonesia? Kira-kira sudah sesuai target belum ya? 🤔 https://t.co/N9WB0w5VTq,AURIGA_ID,Neutral
2022-07-14 23:00:09+00:00,1547717615006924801,"Transisi energi melibatkan peran aktif dari perdagangan dan pajak karbon. Perencanaannya tidak memiliki kendala. Namun demikian implementasinya saat ini dinilai belum tepat karena masih dalam masa pemulihan ekonomi . 
#BersamaMembangunIndonesia https://t.co/l8PL1sWV6r",Ayara_ara,Neutral
2022-09-25 13:22:50+00:00,1574026642090885120,"Setelah pajak karbon, semoga bentar lagi ada pajak gula.",ayundapratama,Neutral
2022-08-21 09:40:45+00:00,1561287180961849344,"Mengutip om ucing

""Maunya harga BBM semurah mungkin. Negara ga boleh tambah utang. Ga boleh naikin pajak. Ga boleh buka tambang. Ga boleh impor.  Ga boleh nambah konsumsi karbon. Harus tersedia di seluruh daerah.""

Mari kita panggil pak tarno, dibantu ya prok prok prok https://t.co/h8xECq6K3c",azirizky,Neutral
2022-10-15 00:12:03+00:00,1581075393687482368,"Airlangga Hartanto mengungkapkan pandangan karbon, termasuk pajak karbon akan mulai diterapkan pada tahun 2025
.
.
.
#BersatuCiptakanRIMaju https://t.co/w8O0bw3feF",AzizLaheut,Neutral
2022-10-15 00:03:05+00:00,1581073135537127424,"Pajak karbon jadi komitmen Pemerintah
.
.
.
#BersatuCiptakanRIMaju https://t.co/FZVhe6S2MP",AzizLaheut,Neutral
2022-06-03 23:58:46+00:00,1532874463423102976,"Mulai Juli 2022 pemerintah terapkan regulasi pajak karbon

Salah satu perlindungan dari kekecewaan adalah memiliki kesibukan 😎🇲🇨
#WujudkanKebangkitanRI https://t.co/r1abd4LNaZ",AzizLaheut,Neutral
2022-10-14 23:00:01+00:00,1581057267041968128,"Pajak karbon menjadi komitmen Pemerintah untuk menurunkan emisi gas rumah kaca, yang bertujuan untuk mencapai target karbon netral. 
#BersatuCiptakanRIMaju 
#IndonesiaBangkit https://t.co/uz8Ape3W2r",Azkia_sya,Neutral
2022-06-04 00:11:08+00:00,1532877577236676608,"Mulai juli 2022 Pemerintah terapkan regulasi pajak karbon
#WujudkanKebangkitanRI https://t.co/CjcLN6nVBX",BachtiarKakang,Neutral
2022-07-06 03:31:22+00:00,1544524377295065089,"Pajak karbon adalah pajak yang dikenakan atas penggunaan bahan bakar fosil seperti bensin, avtur, gas, dan lain-lain. Sederhananya, pajak ini akan dikenakan kepada mereka yang menggunakan bahan bakar tersebut. Nah, kapan diberlakukannya ya? 🤔 https://t.co/zbtMTXF55A",balaidiklatpim,Neutral
2022-08-15 10:01:04+00:00,1559117965655941123,"Apalagi, tuntutan global atas penerapan standar ekonomi hijau dan keuangan berkelanjutan akan semakin tinggi, dan bagi negara yang tidak sejalan dengan prinsip tersebut akan dihadapkan dgn tantangan baru, sebagai contoh adalah tambahan pajak karbon untuk produk ekspor.",bank_indonesia,Neutral
2022-05-09 07:40:45+00:00,1523568643271163904,"Keberhasilan Swedia menurunkan emisi gas rumah kaca melalui pajak karbon justru menuai kritik.

https://t.co/fxJFwMU0qx",Barisanco,Neutral
2022-06-21 06:16:41+00:00,1539130163069435904,Menko Airlangga: Pajak Karbon Untuk Mewujudkan Ekonomi Hijau https://t.co/PzVxi8kie0,BatamPos,Neutral
2022-09-21 05:37:20+00:00,1572459945546887168,"Perubahan iklim lebih berbahaya dari Covid19, memaksa Anda ganti kendaraan dgn mobil listrik, masak dgn kompor listrik, dan bayar pajak karbon untuk pakai listrik.",bdleonanda,Neutral
