id,userid,name,date,location,tweet,label
1647957394889277440,1582039167181107204,drama_maya8,Mon Apr 17 13:37:15 +0000 2023,,"""vid polisi yg dimaki² kasar, tp diem aja"" baca smp abis, inget smp abis... kesimpulan'a?!?  https://t.co/nTWgQ2NJOi",negatif
1647957328090791936,170593811,drie_cuby,Mon Apr 17 13:36:59 +0000 2023,jakarta,"@flywithasoka @tanyakanrl Tapi emang lampung itu semenyeramkan itu kah jalanannya? Nasih ada begal2 juga katanya, ini orang begal kalau nggak ada bekingan polisi juga nggak bakal ada kali ya, iya nggak sih?",negatif
1647957131776380930,1566193907355922432,bungalotus25,Mon Apr 17 13:36:12 +0000 2023,planet lotus😘🌹,@theo12_ini di garia polisi,positif
1647957039237431297,1566193907355922432,bungalotus25,Mon Apr 17 13:35:50 +0000 2023,planet lotus😘🌹,@theo12_ini kok itu ada rmh di harus polisi,positif
1647956939417210880,1604296373645348865,0202_dhimas92,Mon Apr 17 13:35:26 +0000 2023,"Pekan Baru, Riau","@detikcom Dach,,,gx ush d gasss lgi...nnti kalau skit jntungnya kumat n ada apa2 dengan dirinya,,,qta ~ d laporin lgi k polisi sma @GindhaWayka",positif
1647956907796336641,1618075172422184960,arqazii,Mon Apr 17 13:35:19 +0000 2023,,@kevinantiaan @idextratime @marca @MarioCortegana Masuk polisi mh gmpng bg kasih uang juga g bkalau d hukum,negatif
1647956906651316224,108877640,Mochfilia,Mon Apr 17 13:35:18 +0000 2023,,@Danki_Cebong @S4N_W1B1 BUKTI kalau GA ADA GAS AIR MATA FLARE SEGITU BANYAK GA AKAN JADI PETAKA ..   KANJURUHAN MURNI SALAH POLISI A.C.A.B,negatif
1647956690900488192,1525282969715613696,YongakyLaisina,Mon Apr 17 13:34:27 +0000 2023,,@Narasi_winda Penembakan ini ssudah disetting sama polisi pengawalnya. Malah terlihat ada salah satunya dengan seragam yg tadi kawal menembak sesaat setelah kedua korban jatuh.,negatif
1647956493235552256,1605382528512425984,TWidjodjono,Mon Apr 17 13:33:40 +0000 2023,,@CNNIndonesia Selama jadi polisi kalian diajarin apa saja sih?,negatif
1647956476231823360,1368593785,mizwarp,Mon Apr 17 13:33:36 +0000 2023,,"@CFaara @danawallet Ayo bang bikin laporan polisi aja, biar karyawannya pada mikirr. Parah banget dari tgl 6 uang 1jt ga jelas rimbanya. @ojkindonesia @DivHumas_polisi RI @bank_indonesia",positif
1647956411664695298,1368954092739989505,Mintchocoaja,Mon Apr 17 13:33:20 +0000 2023,,@ladilbolala Apa lapor polisi aja yah,positif
1647956051617255424,1266401064,alexppratomo,Mon Apr 17 13:31:54 +0000 2023,Bandung or Global location,@Aryprasetyo85 @GindhaWayka Dia yg nabrak Dia yg lapor polisi? 🤣🤣,positif
1647956045732671488,1381466260832051202,zisagi,Mon Apr 17 13:31:53 +0000 2023,,"PHS : perhatikan anak anak, begini cara menghadapi polisi",negatif
1647955962752544768,1644297695841116160,liveraiku,Mon Apr 17 13:31:33 +0000 2023,she,@elliahowls nanti kalau ditangkap polisi gimana 😥,negatif
1647955866077782020,1604296373645348865,0202_dhimas92,Mon Apr 17 13:31:10 +0000 2023,"Pekan Baru, Riau",Nich 👇laporin juga k polisi @GindhaWayka ~ jngn tnggung2 kalau mo ngetop.... https://t.co/Zhbmvc0IDz,positif
1647955757902745602,1237696513507078144,Dieh20aja,Mon Apr 17 13:30:44 +0000 2023,"West Java, Indonesia",@kompascom Pengalaman dari kejadian ini 1. Jangan pernah kritik pemerintah 2.Yg kritik otomatis dilaporkan ke polisi,negatif
1647955528365256704,1391056607337869316,minworld_13,Mon Apr 17 13:29:50 +0000 2023,Sdmaput,@frnndJFN_ Kamu sewa polisi aja minta di bukain jalan wjwkw,negatif
1647955295438778369,745582911320031232,gianays,Mon Apr 17 13:28:54 +0000 2023,,@redietto PAK POLISI tangkap PAK PENYEBAR HOAX PAK,positif
1647954548743626752,4806131492,kodzukoen,Mon Apr 17 13:25:56 +0000 2023,ar 58 eu,"eh tapi meskipun u endingnya menyerahkan diri dan melapor ke polisi, tetap aja gila lu",positif
1647954022027104256,124518634,abangjun,Mon Apr 17 13:23:51 +0000 2023,Jakarta,@Midjan_La_2 Selama itu dimana polisi?,negatif
1647953336879169536,2235868525,kevinantiaan,Mon Apr 17 13:21:07 +0000 2023,,@idextratime @marca @MarioCortegana pertengakaran sesama laki kok dihukum pertandingan 😂 minimal urusannya masuk polisi lah,positif
1647953295158419456,2372689925,himakress,Mon Apr 17 13:20:57 +0000 2023,Tapos,"@beneviento101 @eradotid Tp imbauan tsb dr polisi, kenapa polisi hanya bikin spanduk? ya karena polisi ngnggak punya anggaran buat nambal jalan",negatif
1647953220852142080,1453701835303260175,aswendy7,Mon Apr 17 13:20:39 +0000 2023,,@kompascom Kenapa polisi selalu banget jika menyelidiki sebuah kasus yh berkaitam pejabat institusinya Yg kelas dong pak Napak2 imi diberi seragam Senjata dan gaki fari uang rkayat lho,negatif
1647953162802974720,1252823822505357313,IIlIIIllIll,Mon Apr 17 13:20:26 +0000 2023,Indonesia,Astaga aku takut dicari polisi nanti https://t.co/MnixFx7dEP,negatif
1647952903725010946,71236531,affanmauIana,Mon Apr 17 13:19:24 +0000 2023,Indonesia,"@infojakarta Bapak polisi sesekali main nfs most wanted, rasain dikejar polisi level 4 atau 5 deh. Saya sering gagal kabur lever itu karena di box sama polisinya, mungkin bisa diaplikasikan.",negatif
1647952835143954432,1054690270611001344,FerdyFKUB,Mon Apr 17 13:19:08 +0000 2023,"Jambi, Indonesia",@MarahIchsan Begitu ada korban... polisi yg disalahkan...!!! 😡😡😡,positif
1647952665861849089,1293766857070018560,skyloviez,Mon Apr 17 13:18:27 +0000 2023,,"t  nga enakin tp kocak, ak trauma ditilang polisi gegara dulu pernah ditilang trs nangis karena ngiranya papa bakal ditangkap polisi wkwkwk😭😭// https://t.co/AR2VZjYROe",positif
1647952622371106816,219548433,hansssolo,Mon Apr 17 13:18:17 +0000 2023,Indonesia,@firmannurzaman Kalau begitu berhenti jadi polisi...,negatif
1647952191620268032,1606423513925312512,fiunderland,Mon Apr 17 13:16:34 +0000 2023,,"@EllyKoro Hati2 bikin judul berita, nanti bisa2 ada yang meneror dan dipersekusi terus dilaporkan ke polisi.🤣🤣🤣🤣",negatif
1647952039052443648,1522084820851081217,lalaapohh1,Mon Apr 17 13:15:58 +0000 2023,,"@undipmenfess INI POLISI KERJAANNYA APA TOOO?????  KOE DIBENTUK NGGO NGELAYANIN MASYARAKAT, OJO NG UTEKMU CMN DUIK",negatif
1647952025630703622,4802191400,NuzulKarin,Mon Apr 17 13:15:55 +0000 2023,,@barijoe @fajarnugros Bakar terasi disana langsung dilaporkan ke polisi 😭,positif
1647951424154918912,1585219450869264384,vilestalley,Mon Apr 17 13:13:31 +0000 2023,パラセレンウーマン C L E M E N T I N E,"@yiyihour @ivoyie polisi: ""keluar mba, mba nerobos lampu merah"" lu, dengan tinggi tipuan lu: ""jangan atur gw""",negatif
1647951118197215233,1670565301,middeude,Mon Apr 17 13:12:18 +0000 2023,,"Kalau dasarnya sombong mau dia dokter, perawat, bidan, polisi, tenantia, pegawai bank, dosen, ya akan tetap sombong.. kalau aslinya humble mau sudah professor, sudah dokter spesialis juga akan tetap memperlakukan orang lain dengan baik",positif
1647950898918817793,1585903932236128259,fiersa_besar_ih,Mon Apr 17 13:11:26 +0000 2023,,@fajarnugros di sana masuk polisi pakai jual sawah bapaknya nggak mas,negatif
1647950597101088768,1558009735630450688,siapkawalpolisi RI,Mon Apr 17 13:10:14 +0000 2023,,#polisi RIPresisi sigap berikat bantuan terhadap ambulan yg angakut penumpang. Ambulan ini sedang pecah ban di tol Surabaya-Ngawi dan mengangakut penumpang yg sedang kemoterapi. Panjang umur Polisi baik @polisi daerahjatimPJR https://t.co/evj5b28TK6,positif
1647950430268448768,1440966428161560578,belacanpalam,Mon Apr 17 13:09:34 +0000 2023,,"@PerisaiPejuang Den dh khabor. Mereka ssudah mereng😂 Dulu waktu krisis dunia berlaku, kita tak teruk sebab tindakan berani &amp; cepat dalam beberapa polisi. Sekarang waktu krisis pegi jalan2.   Time bomb bebeh",positif
1647949785591328769,1131507105427468288,xtrapersoon,Mon Apr 17 13:07:00 +0000 2023,Kos Warna,"Perbaikan jalan di Lampung sampai harus mengorbankan 1 anak muda diancam, diintimidasi, dan dilaporkan ke polisi https://t.co/2XT4zidzaG",negatif
1647949750988345345,73574597,ElgarLouee,Mon Apr 17 13:06:52 +0000 2023,Could be everywhere,@bregsmaa kalau dah bintang 5 ngumpet di gorong2 polisi engga bisa ngejar,negatif
1647949683841699840,1286947431490363392,Raden__Ontoseno,Mon Apr 17 13:06:36 +0000 2023,Suroloyo,"""Polisi jujur itu hanya 3, polisi tidur, patung polisi dan Pak Hoegeng""  - Gus dur https://t.co/J4UlFOwuJT",negatif
1647949414147977216,1604683539928477696,YantoPlongo,Mon Apr 17 13:05:32 +0000 2023,batu malang,@islah_bahrawi Membunuh orang agar kaya 😂😂  https://t.co/Y0AN5ZVCgd,negatif
1647949192055386114,2564633810,clozethh,Mon Apr 17 13:04:39 +0000 2023,she/her,"@tanyarlfes coba pastiin sekali lagi ke bagian administrasi rs nder. masa nggak bisa ngecover pakai bpjs. soalnya bbrp minggu lalu adekku juga kecelakaan,  trs dikasih tau administrasi rs untuk buat laporan polisi ke satlantas biar bisa dicover bpjs dan jasa raharja itu. trus bisa kok nder.",positif
1647949085880758272,1003924592,favianaldo,Mon Apr 17 13:04:14 +0000 2023,"Palembang, Indonesia","@unmagnetism Belum pernah nemu temen atau orang seumuranku yang jadi polisi atau tni hasil saringan murni, pd bet lagi mereka cerita 💔",negatif
1647948863599443971,109210816,ndy_irvandy,Mon Apr 17 13:03:21 +0000 2023,90241,"Yang menarik tadi pas konvoi, suporter yang awalnya ngeber gas dan kalauakson tiba2 langsung hening pas lewat depan masjid yg lagi adzan ashar, trus pas lewat depan rujab gubernur mereka nga sih gestur jempol kebawah padahal banyak polisi yg jaga disitu wkwkwk",positif
1647948621898461186,1526850123296169984,neoriental,Mon Apr 17 13:02:23 +0000 2023,,"@adriansyahyasin Masalahnya terlalu bayak: volume kendaraan yg lewat diluar nalar, lebar jalan terlalu sempit, parkir liar sudah jadi hobi karena bayak tempat makan/hang out disitu (yg parkirannya sangat amat terbatas), akses kendaraan umum terbatas, ditambah polisi lalu lintas ga selalu standby 🤯",negatif
1647947491814559744,1259397117631578117,PatenSiahaan,Mon Apr 17 12:57:54 +0000 2023,,@AirinDatangLagi @KemenkeuRI @mohmahfudmd @KPK_RI @KejaksaanRI Mafia apa??? Wong MAFIASO SEJATI JATINYA ya mereka itu (abdi negara) Pajak ya orang pajak Tanah ya orang BPN Cukai ya bea cukai Narkoba judi ya polisi dstnya,negatif
1647947071796961282,299498150,kadek_anggra,Mon Apr 17 12:56:13 +0000 2023,NKRI 🇲🇨,@beneviento101 @eradotid Wajar kalau Polisi nga sih himbauan begitu agar tidak celaka.. karena Polisi mau ngapain lg? Mereka juga ga punya anggaran buat perbaiki jalan… kalau yg bikin peringatan itu dari Pemerintah setempat nah itu baru aneh 😅,negatif
1647946902292537350,1527124024647512064,grentprz,Mon Apr 17 12:55:33 +0000 2023,unlabeled,@btendral dul dikantor polisi bang,positif
1647946613615390720,1181863903086563328,polisi__ku,Mon Apr 17 12:54:24 +0000 2023,,Kucing garongnya akhirnya ketangkap gaess…. https://t.co/d0enyJqtqB,positif
1647946254138355712,1262492736600465409,callmeyoshiii,Mon Apr 17 12:52:59 +0000 2023,,@mohdomid @danawallet @JanManugas @indo_pol @polisi_berita @DivHumas_polisi RI PENIPU !!!! BERAPA BANYAK TEMEN kamu HEH YANG NIPU RIAN LAGI RIAN LAGI anjing !!!,negatif
1647945697348706306,126906442,ahriesonta,Mon Apr 17 12:50:46 +0000 2023,"Jakarta Capital Region, Indone",#janganlelahberbuatbaik #pastiadawaktunyadilihatbaik  Semangat terus mas #polisi yang bantu 🙏🙏 https://t.co/PmxMQWOUln,positif
1647945548639637504,1627357737826021378,bindonews,Mon Apr 17 12:50:10 +0000 2023,"Bekasi, Jawa Barat",🎶 Entah sapaah yang salaah~ kuuu tak tawuuuuu~ https://t.co/ByXviHXkMs,negatif
1647945418196787201,1279726915469733889,CeletukWarga,Mon Apr 17 12:49:39 +0000 2023,,"Bukan daerah paling timpang kalau engnggak ada yg aneh2... y beginilah kalau ketimpangan ditutup2i, apa ini y yg disebut ""kemiskinan lekat dg kekufuran?"" Orang akhirnya utk hidup jadi ambil segala cara termasuk dg hisap sesama rakyat? Hi engnggak ada kebersamaan https://t.co/mqBvjBHcZp",positif
1647945396734537729,768881531192381441,skzhyunjinf,Mon Apr 17 12:49:34 +0000 2023,,@DEASCIAN bang ada polisi dibelakang bang.,positif
1647945370327195648,775608825722175488,AliTarsono1,Mon Apr 17 12:49:28 +0000 2023,indonesia,@detikcom kenapa ple panggil2 polisi serta adanya intimodasi Perlu juga diusut kpk kenapa ttidak ad perbaikan jalan .,negatif
1647945336017784833,1405136994288619529,Darkie72006006,Mon Apr 17 12:49:20 +0000 2023,Indonesia,"@Pai_C1 Lah Polisi bisa dituntut secara hukum oleh Pelapor,dianggap mengabaikan laporan masyarakat. Terkhusus kasus ini,yang melaporkan bukan masyarakat biasa seperti kita. Ada resiko jabatan yang menjadi beban termasuk atasannya.",negatif
1647944489326231552,834388208376963072,maju_ahmad,Mon Apr 17 12:45:58 +0000 2023,,Ada yg tau siapa yah orang ini marah2 pakai kata kotor kepada pak polisi..segitu tidak ada wibawanya pak polisi ini @PartaiSocmed https://t.co/jVVicbnIlp,negatif
1647944487921160192,4011609674,DuniaFana251071,Mon Apr 17 12:45:57 +0000 2023,,@EsTeh__28 Ada pak Polisi diomeli seseorang.. Eh ada juga pak Polisi ditantang utk nangkap dirinya..  Saya yakin kepolisian kita sigap..,positif
1647944292621758465,68369452,bagus_syfd,Mon Apr 17 12:45:11 +0000 2023,kramat mengare gresik jatim,@tvOneNews nanti kalau ada yang meninggal tinggal salahkan polisi,positif
1647943948634308608,211813087,javadeyo,Mon Apr 17 12:43:49 +0000 2023,"Bali, Indonesia",@bungkusTukang salahin polisi lagi? (lol),positif
1647943941021634567,1621918288010940417,Saa4aaaa,Mon Apr 17 12:43:47 +0000 2023,,@hydoma aku lapor polisi,positif
1647943927306272768,985335452268810240,lopmerait,Mon Apr 17 12:43:44 +0000 2023,Indonesia,"@tanyarlfes Setauku apabila korban kekerasan/begal itu ditanggung dinkes, coba buat laporan polisi, kronologis nnti bawa ke dinkes sesuai domisili km nder",positif
1647943856078606336,755193037,soelisse,Mon Apr 17 12:43:27 +0000 2023,"Arcadia, CA","@Obay_Kusut1981 Kenapa emosi amat bro? Keberatan bukan berarti tidak mau to, Keberatan karena uangnya ssudah di donasikan bukan dia yg makan. Ini aturannya harus di kembalikan untuk di serahkan ke polisi, kenapa nggak blangakonnya aja yg di sita sbgai barang bukti",positif
1647943846112927744,1603640306670350336,abang85652543,Mon Apr 17 12:43:24 +0000 2023,"East Borneo, Indonesia","@Pai_C1 Polisi hrs belajar lebih bayak ttg Pancasila,uud45,dan peraturan per UU Ngan..",negatif
1647943837464281089,823858795021410304,1trenggalek,Mon Apr 17 12:43:22 +0000 2023,"Trenggalek, Jatim, Indonesia","""Enek semut, nyokot mbak lusi luweh apik manut, timbangane dicekel polisi""",negatif
1647943768451215360,2162452854,arielvierig,Mon Apr 17 12:43:06 +0000 2023,,@semisimps Halo polisi- https://t.co/Fbg5gN36dw,negatif
1647943598015680512,1240754359,routheground,Mon Apr 17 12:42:25 +0000 2023,RP on list.,@paffertjes POLISI HALO???,negatif
1647943593217380355,1444288663827873805,gemi_888,Mon Apr 17 12:42:24 +0000 2023,she/her || 21+,@phoenixqn @panahvirgo Ngebobol rumah orang maksudnya… kan ada tuh pertanyaan soal pernah ditangkap polisi apa kaga 😩,positif
1647943546945814534,1338455133672284165,RSuryamah,Mon Apr 17 12:42:13 +0000 2023,,@HermanBudiSant4 Seperti nya TNI dan polisi di jadikan tumbal...pa panglima cepat tangani ini bukan hal sepele lagi ponakan saya dua2nya tenantia mau di berangakat kan ke Papua semoga Allah selalu melindungi dan menyelamatkan semua nya.... Allah ma anaa Aamiin..,positif
1647943302401118208,971543789893373952,haviejack,Mon Apr 17 12:41:15 +0000 2023,,"Asik banget harini ketemu 3P (pengacara, polisi, penipu)😍",positif
1647943193416327169,1411959155359817728,haensa_,Mon Apr 17 12:40:49 +0000 2023,,@CNNIndonesia Pecat aja ndan! @ListyoSigitP masih banyak polisi yg baik,positif
1647943172717449217,2166956144,hero_n_bhank,Mon Apr 17 12:40:44 +0000 2023,Gunong,"@OposisiCerdas Tito Karnavian orang dibelakang masalah2 besar rezim ini. Semua masalah di polisi RI terkait dengan  Tito, dr polisi yg selalu represif cenderung kasar dan tidak bermoral, kasus Sambo+mafia di polisi RI dll, Kasus2 korupsi inantinal atw via Kemendagri, Itulah manuver politik Tito. Cekidot!",negatif
1647943103960203269,29673239,Rihidara_,Mon Apr 17 12:40:27 +0000 2023,Near Wild Heaven,@WagimanDeep212_ Nah..ini baru namanya oknum Polisi yang baik Bieb!,positif
1647942943230291969,1645781584795295752,AgusJalo,Mon Apr 17 12:39:49 +0000 2023,"Kota Jambi, Jambi",Waduh....  Jangan-jangan diambil oknum polisi di polisi daerah?  Seperti uang pak Kapolisi resor di negara tetangga diambil ajudan sendiri 🤔 https://t.co/FtvHEMIkalauj,negatif
1647942692620607489,62764791,nizaminz,Mon Apr 17 12:38:49 +0000 2023,Earth,@detikcom Terus kenapa Bima dilaporkan ke polisi?,negatif
1647942629601181696,1319581954962931713,IDNTimesKorea,Mon Apr 17 12:38:34 +0000 2023,,Kenapa Aksi Skunk Stealer: The Treasure Keeper Perlu Dibantu Polisi? https://t.co/Z1SoZupcQc,positif
1647942245910474754,979579688581455873,SUPASSARAtrolls,Mon Apr 17 12:37:03 +0000 2023,"Jakarta Capital Region, Indone",@RYUJINguest anjing kdrt lesgow lapor polisi,positif
1647942148506157056,1576614457249177600,PresiidenRI,Mon Apr 17 12:36:40 +0000 2023,,@panggilacap benar wkwk. aku juga dulu anggap polisi tuh sampah negara njir😭,negatif
1647942145305899008,60546657,FadiaAnugrah,Mon Apr 17 12:36:39 +0000 2023,,"@CNNIndonesia atas dasar kemanusiaan aja sih, polisi macam apa kalau disini. #Metatime #Crypto",negatif
1647941851406802945,821028390,sleepyalek,Mon Apr 17 12:35:29 +0000 2023,,"Kenapa belakangan ada aja media yang apaan banget dah, pakai nanya “benar nggak ada intimidasi?” Ya u pikir aja, kalau ada  pejabat dan aph sampairin rumah warga  yang abis mengakritik, kira-kira mengintimidasi gak? Polisi diem di lampu merah aja sudah mengintimidasi, apalagi ke rumah",negatif
1647941694724407299,1169147761700352000,HANJlWS,Mon Apr 17 12:34:51 +0000 2023,,@BadReputatione GWE LAPORIN POLISI JRIT,positif
1647941482031235072,1218988439514693633,tukangaduayam,Mon Apr 17 12:34:01 +0000 2023,Balaikota DKI & Petamburan,"@Adi_8002 Tugas polisi menampung laporan warga soal diproses apa tidak ya harus lihat bobot laporannya, apakah itu Hoax, finah atau lainnya. Polisi sudah benar",positif
1647940686065311744,1417280911343722510,ngarsituwek,Mon Apr 17 12:30:51 +0000 2023,,"@Outstandjing Average NU di sekitar saya.  ""Toleransi! Toleransi! Toleransi!""  Lain waktu, ""Bubarkan kajian khalid basalamah!"" [Sambil bawa polisi]  Kejadian 2022 lalu",negatif
1647940527722049537,1490752596885315586,tinggaldjiwa72,Mon Apr 17 12:30:13 +0000 2023,,@thebluesocean Lol. Besoknya dibungkus polisi dong ane,negatif
1647940511213158400,3235230751,semprotanajaib,Mon Apr 17 12:30:09 +0000 2023,"Kota Surabaya, Jawa Timur",@CNNIndonesia Peraturan 1.polisi selalu benar 2.jika terjadi kesalahan baca point di atas,negatif
1647940510039023616,1534786843954524160,pertammyna,Mon Apr 17 12:30:09 +0000 2023,,"bukan sama polisi, bukan sama pejabat, bukan sama DPR, tapi makin kesini orang hanya bisa percaya sama orang lain.  benar benar dari rakyat, oleh rakyat, untuk rakyat. pemerintah dan insititusinya are so detached and unavailable; kek ga ada yang dari rakyat.",negatif
1647940492934660098,1193071245220184065,sipittapiitem,Mon Apr 17 12:30:05 +0000 2023,,aku ssudah koordinasi sama bapaknya temen si chocho untuk buat laporan ke polisi terkait peretasan akun dan pencobaan pencurian uang.   Akhirnya aku mencoba untuk kasusin ini karena ternyata di polisi sudah ada beberapa laporan dengan kasus yang sama.,positif
1647940414236917760,1451907607,Cak_Hariy,Mon Apr 17 12:29:46 +0000 2023,|pasuruan|pontianak|Indonesia|,"Yg ditag itu salah Broo, harusnya @kemendagri itu kebijakan pemerintah daerah/Pemkot bkn Menag, Gubernur, Polisi. Anda kan Wamen ATR/BPN (Pejabat) tinggal telpon aja itu Pak Mendagri Tito, kan gampang to https://t.co/FLdogVyzcp",negatif
1647940059210059778,1621195513034076161,LasimoYohanes,Mon Apr 17 12:28:22 +0000 2023,,@HeryIdris5 Harus disertai pencabutan laporan polisi.,positif
1647940014716903432,69217512,_jejesky,Mon Apr 17 12:28:11 +0000 2023,One united world under God,@txtdaribogor Bus polisi nabrak truk ayam? Ckckck,negatif
1647939982143950848,1282529187601903616,fvkaji,Mon Apr 17 12:28:03 +0000 2023,Indonesia,@babibublue01 @undipmenfess ni beginian dilaporkan ke polisi bisa ga sih?,positif
1647939448309682178,1273482192463646720,_huachengzu,Mon Apr 17 12:25:56 +0000 2023,,@idamansniper Enak ada polisi dket kantorku engnggak pduli samsek mreka,negatif
1647939400263962626,135413212,HastoSuprayogo,Mon Apr 17 12:25:44 +0000 2023,Indonesia,"@muannas_alaidid Bigot be like: “Ngapain kamu nongkrong di cafe pas malam Ramadhan?”  Yang membagongakan adalah, kenapa polisi ga gercep menangkap 300 orang bigot pelaku persekusi ini? Sebegitu susah nemuin mereka atau gimana?",negatif
1647938966526775297,1526990191407558656,2672Uwak,Mon Apr 17 12:24:01 +0000 2023,,"@modien_ganesa katanya berkoar2 ttg akhlak tp trnyata ""AKHLAKnya MESUM"",,,usut tuntas trus pak polisi,,,zzz",positif
1647938804995743744,92970408,Adityaandra11,Mon Apr 17 12:23:22 +0000 2023,"ÜT: -6.1472911,106.8234069",@SecretSocietyGL Iya seharusnya gitu. Karena kan akadnya jual beli. Wujud barangnya ada (blankon). hanya mungkin polisi takutnya ini dijadiin modus baru buat “nyuci uang”. mungkin loh ya,positif
